weekday;dia;hora;periodo;demand
Thursday;26/12/2019;6;30;3
Thursday;26/12/2019;7;0;4
Thursday;26/12/2019;7;30;6
Thursday;26/12/2019;8;0;6
Thursday;26/12/2019;8;30;4
Thursday;26/12/2019;9;0;7
Thursday;26/12/2019;9;30;2
Thursday;26/12/2019;10;0;5
Thursday;26/12/2019;11;0;3
Thursday;26/12/2019;12;0;2
Thursday;26/12/2019;12;30;3
Thursday;26/12/2019;13;0;4
Thursday;26/12/2019;13;30;1
Thursday;26/12/2019;14;0;1
Thursday;26/12/2019;14;30;5
Thursday;26/12/2019;16;0;1
Thursday;26/12/2019;16;30;2
Thursday;26/12/2019;17;0;3
Thursday;26/12/2019;18;0;3
Thursday;26/12/2019;18;30;1
Friday;27/12/2019;6;0;43
Friday;27/12/2019;6;30;3
Friday;27/12/2019;7;0;10
Friday;27/12/2019;7;30;2
Friday;27/12/2019;8;0;4
Friday;27/12/2019;8;30;6
Friday;27/12/2019;9;0;12
Friday;27/12/2019;9;30;13
Friday;27/12/2019;10;0;1
Friday;27/12/2019;10;30;3
Friday;27/12/2019;11;0;2
Friday;27/12/2019;11;30;2
Friday;27/12/2019;12;0;1
Friday;27/12/2019;12;30;1
Friday;27/12/2019;13;0;3
Friday;27/12/2019;13;30;3
Friday;27/12/2019;14;0;2
Friday;27/12/2019;14;30;2
Friday;27/12/2019;15;0;3
Friday;27/12/2019;16;30;3
Friday;27/12/2019;17;0;3
Friday;27/12/2019;17;30;1
Friday;27/12/2019;18;0;2
Saturday;28/12/2019;9;0;58
Saturday;28/12/2019;9;30;16
Saturday;28/12/2019;10;0;8
Saturday;28/12/2019;10;30;9
Saturday;28/12/2019;11;0;6
Saturday;28/12/2019;11;30;9
Saturday;28/12/2019;12;0;2
Saturday;28/12/2019;12;30;3
Saturday;28/12/2019;13;0;3
Saturday;28/12/2019;13;30;4
Saturday;28/12/2019;14;0;2
Saturday;28/12/2019;14;30;3
Saturday;28/12/2019;15;0;1
Saturday;28/12/2019;15;30;3
Saturday;28/12/2019;16;0;1
Saturday;28/12/2019;16;30;1
Saturday;28/12/2019;17;0;1
Monday;30/12/2019;5;30;5
Monday;30/12/2019;6;0;23
Monday;30/12/2019;6;30;6
Monday;30/12/2019;7;0;15
Monday;30/12/2019;7;30;4
Monday;30/12/2019;8;0;4
Monday;30/12/2019;8;30;5
Monday;30/12/2019;9;30;10
Monday;30/12/2019;10;0;2
Monday;30/12/2019;10;30;6
Monday;30/12/2019;12;0;5
Monday;30/12/2019;12;30;3
Monday;30/12/2019;13;0;2
Monday;30/12/2019;14;30;2
Monday;30/12/2019;15;0;2
Monday;30/12/2019;16;30;2
Monday;30/12/2019;17;0;1
Monday;30/12/2019;17;30;1
Tuesday;31/12/2019;7;0;30
Tuesday;31/12/2019;7;30;7
Tuesday;31/12/2019;8;0;1
Tuesday;31/12/2019;8;30;17
Tuesday;31/12/2019;9;0;6
Tuesday;31/12/2019;9;30;7
Tuesday;31/12/2019;10;0;1
Tuesday;31/12/2019;10;30;9
Tuesday;31/12/2019;11;0;6
Tuesday;31/12/2019;11;30;6
Tuesday;31/12/2019;12;0;2
Tuesday;31/12/2019;13;0;1
Thursday;02/01/2020;5;30;2
Thursday;02/01/2020;6;0;17
Thursday;02/01/2020;6;30;6
Thursday;02/01/2020;7;0;20
Thursday;02/01/2020;7;30;8
Thursday;02/01/2020;8;0;4
Thursday;02/01/2020;8;30;2
Thursday;02/01/2020;9;0;5
Thursday;02/01/2020;9;30;3
Thursday;02/01/2020;10;0;3
Thursday;02/01/2020;10;30;1
Thursday;02/01/2020;11;0;1
Thursday;02/01/2020;11;30;3
Thursday;02/01/2020;13;0;3
Thursday;02/01/2020;13;30;1
Thursday;02/01/2020;14;0;5
Thursday;02/01/2020;15;0;2
Thursday;02/01/2020;16;0;3
Thursday;02/01/2020;17;0;1
Thursday;02/01/2020;17;30;2
Thursday;02/01/2020;18;30;1
Thursday;02/01/2020;19;0;1
Friday;03/01/2020;6;0;34
Friday;03/01/2020;6;30;4
Friday;03/01/2020;7;0;17
Friday;03/01/2020;7;30;4
Friday;03/01/2020;8;0;4
Friday;03/01/2020;8;30;2
Friday;03/01/2020;9;0;1
Friday;03/01/2020;9;30;12
Friday;03/01/2020;10;0;5
Friday;03/01/2020;10;30;2
Friday;03/01/2020;11;0;4
Friday;03/01/2020;11;30;2
Friday;03/01/2020;12;30;3
Friday;03/01/2020;13;30;2
Friday;03/01/2020;14;0;4
Friday;03/01/2020;14;30;2
Friday;03/01/2020;15;0;5
Friday;03/01/2020;15;30;2
Friday;03/01/2020;16;0;1
Friday;03/01/2020;16;30;4
Friday;03/01/2020;17;0;2
Friday;03/01/2020;17;30;3
Friday;03/01/2020;18;0;1
Friday;03/01/2020;18;30;1
Saturday;04/01/2020;8;30;4
Saturday;04/01/2020;9;0;54
Saturday;04/01/2020;9;30;9
Saturday;04/01/2020;10;0;14
Saturday;04/01/2020;10;30;9
Saturday;04/01/2020;11;0;8
Saturday;04/01/2020;11;30;6
Saturday;04/01/2020;12;0;4
Saturday;04/01/2020;12;30;5
Saturday;04/01/2020;13;0;2
Saturday;04/01/2020;13;30;1
Saturday;04/01/2020;14;30;3
Saturday;04/01/2020;17;0;1
Monday;06/01/2020;5;30;8
Monday;06/01/2020;6;0;20
Monday;06/01/2020;6;30;7
Monday;06/01/2020;7;0;17
Monday;06/01/2020;7;30;1
Monday;06/01/2020;8;0;2
Monday;06/01/2020;8;30;1
Monday;06/01/2020;9;0;9
Monday;06/01/2020;9;30;6
Monday;06/01/2020;10;0;12
Monday;06/01/2020;10;30;1
Monday;06/01/2020;11;0;2
Monday;06/01/2020;11;30;1
Monday;06/01/2020;12;30;3
Monday;06/01/2020;13;0;1
Monday;06/01/2020;13;30;4
Monday;06/01/2020;14;0;3
Monday;06/01/2020;14;30;1
Monday;06/01/2020;15;30;3
Monday;06/01/2020;16;0;2
Monday;06/01/2020;16;30;1
Monday;06/01/2020;17;0;1
Monday;06/01/2020;17;30;1
Monday;06/01/2020;18;0;1
Tuesday;07/01/2020;6;0;42
Tuesday;07/01/2020;6;30;21
Tuesday;07/01/2020;7;0;13
Tuesday;07/01/2020;7;30;43
Tuesday;07/01/2020;8;0;3
Tuesday;07/01/2020;8;30;12
Tuesday;07/01/2020;9;0;7
Tuesday;07/01/2020;9;30;9
Tuesday;07/01/2020;10;0;7
Tuesday;07/01/2020;10;30;3
Tuesday;07/01/2020;11;0;3
Tuesday;07/01/2020;11;30;5
Tuesday;07/01/2020;12;30;1
Tuesday;07/01/2020;13;0;4
Tuesday;07/01/2020;13;30;2
Tuesday;07/01/2020;14;0;5
Tuesday;07/01/2020;14;30;1
Tuesday;07/01/2020;15;0;3
Tuesday;07/01/2020;15;30;3
Tuesday;07/01/2020;16;0;5
Tuesday;07/01/2020;16;30;3
Tuesday;07/01/2020;17;0;1
Tuesday;07/01/2020;17;30;2
Tuesday;07/01/2020;18;30;1
Wednesday;08/01/2020;5;30;15
Wednesday;08/01/2020;6;0;58
Wednesday;08/01/2020;6;30;8
Wednesday;08/01/2020;7;0;15
Wednesday;08/01/2020;7;30;3
Wednesday;08/01/2020;8;30;5
Wednesday;08/01/2020;9;0;3
Wednesday;08/01/2020;9;30;13
Wednesday;08/01/2020;10;0;13
Wednesday;08/01/2020;10;30;5
Wednesday;08/01/2020;11;0;2
Wednesday;08/01/2020;11;30;2
Wednesday;08/01/2020;12;0;1
Wednesday;08/01/2020;12;30;3
Wednesday;08/01/2020;13;0;2
Wednesday;08/01/2020;13;30;2
Wednesday;08/01/2020;14;0;1
Wednesday;08/01/2020;15;30;1
Wednesday;08/01/2020;16;0;2
Wednesday;08/01/2020;18;0;1
Wednesday;08/01/2020;19;0;1
Thursday;09/01/2020;5;30;4
Thursday;09/01/2020;6;0;73
Thursday;09/01/2020;6;30;14
Thursday;09/01/2020;7;0;7
Thursday;09/01/2020;7;30;6
Thursday;09/01/2020;8;0;4
Thursday;09/01/2020;8;30;3
Thursday;09/01/2020;9;0;9
Thursday;09/01/2020;9;30;3
Thursday;09/01/2020;10;0;27
Thursday;09/01/2020;10;30;13
Thursday;09/01/2020;11;0;3
Thursday;09/01/2020;11;30;4
Thursday;09/01/2020;12;0;3
Thursday;09/01/2020;12;30;1
Thursday;09/01/2020;13;0;2
Thursday;09/01/2020;13;30;2
Thursday;09/01/2020;14;0;4
Thursday;09/01/2020;14;30;1
Thursday;09/01/2020;15;0;3
Thursday;09/01/2020;15;30;2
Thursday;09/01/2020;16;0;2
Thursday;09/01/2020;16;30;6
Thursday;09/01/2020;17;0;1
Thursday;09/01/2020;17;30;1
Thursday;09/01/2020;18;0;1
Friday;10/01/2020;5;30;26
Friday;10/01/2020;6;0;53
Friday;10/01/2020;7;0;5
Friday;10/01/2020;7;30;6
Friday;10/01/2020;8;0;3
Friday;10/01/2020;8;30;6
Friday;10/01/2020;9;0;2
Friday;10/01/2020;9;30;26
Friday;10/01/2020;10;0;9
Friday;10/01/2020;10;30;6
Friday;10/01/2020;11;0;3
Friday;10/01/2020;11;30;3
Friday;10/01/2020;12;0;3
Friday;10/01/2020;12;30;1
Friday;10/01/2020;13;0;1
Friday;10/01/2020;13;30;1
Friday;10/01/2020;14;0;2
Friday;10/01/2020;14;30;1
Friday;10/01/2020;15;30;1
Friday;10/01/2020;16;0;2
Friday;10/01/2020;16;30;1
Friday;10/01/2020;17;0;1
Saturday;11/01/2020;8;30;18
Saturday;11/01/2020;9;0;51
Saturday;11/01/2020;9;30;18
Saturday;11/01/2020;10;0;8
Saturday;11/01/2020;10;30;5
Saturday;11/01/2020;11;0;6
Saturday;11/01/2020;11;30;9
Saturday;11/01/2020;12;0;5
Saturday;11/01/2020;12;30;2
Saturday;11/01/2020;13;0;5
Saturday;11/01/2020;13;30;1
Saturday;11/01/2020;14;0;4
Saturday;11/01/2020;14;30;3
Saturday;11/01/2020;15;30;3
Saturday;11/01/2020;16;0;1
Saturday;11/01/2020;16;30;2
Monday;13/01/2020;5;30;16
Monday;13/01/2020;6;0;22
Monday;13/01/2020;6;30;6
Monday;13/01/2020;7;0;4
Monday;13/01/2020;7;30;4
Monday;13/01/2020;8;0;4
Monday;13/01/2020;8;30;2
Monday;13/01/2020;9;0;2
Monday;13/01/2020;9;30;16
Monday;13/01/2020;10;0;19
Monday;13/01/2020;10;30;5
Monday;13/01/2020;11;0;5
Monday;13/01/2020;12;30;2
Monday;13/01/2020;13;0;1
Monday;13/01/2020;13;30;3
Monday;13/01/2020;14;0;2
Monday;13/01/2020;14;30;1
Monday;13/01/2020;15;0;2
Monday;13/01/2020;15;30;1
Monday;13/01/2020;17;0;1
Tuesday;14/01/2020;5;30;20
Tuesday;14/01/2020;6;0;53
Tuesday;14/01/2020;6;30;7
Tuesday;14/01/2020;7;0;9
Tuesday;14/01/2020;7;30;2
Tuesday;14/01/2020;8;0;1
Tuesday;14/01/2020;8;30;5
Tuesday;14/01/2020;9;0;5
Tuesday;14/01/2020;9;30;17
Tuesday;14/01/2020;10;0;4
Tuesday;14/01/2020;10;30;7
Tuesday;14/01/2020;11;0;5
Tuesday;14/01/2020;11;30;1
Tuesday;14/01/2020;12;0;4
Tuesday;14/01/2020;12;30;3
Tuesday;14/01/2020;13;0;3
Tuesday;14/01/2020;14;0;4
Tuesday;14/01/2020;14;30;2
Tuesday;14/01/2020;15;0;1
Tuesday;14/01/2020;15;30;2
Tuesday;14/01/2020;16;0;2
Tuesday;14/01/2020;16;30;3
Tuesday;14/01/2020;17;0;5
Wednesday;15/01/2020;5;30;18
Wednesday;15/01/2020;6;0;84
Wednesday;15/01/2020;6;30;8
Wednesday;15/01/2020;7;0;10
Wednesday;15/01/2020;7;30;12
Wednesday;15/01/2020;8;0;3
Wednesday;15/01/2020;9;0;5
Wednesday;15/01/2020;9;30;19
Wednesday;15/01/2020;10;0;20
Wednesday;15/01/2020;10;30;5
Wednesday;15/01/2020;11;0;6
Wednesday;15/01/2020;11;30;5
Wednesday;15/01/2020;12;0;1
Wednesday;15/01/2020;12;30;1
Wednesday;15/01/2020;13;0;2
Wednesday;15/01/2020;13;30;2
Wednesday;15/01/2020;14;0;4
Wednesday;15/01/2020;14;30;1
Wednesday;15/01/2020;15;0;1
Wednesday;15/01/2020;15;30;1
Wednesday;15/01/2020;16;0;1
Wednesday;15/01/2020;16;30;5
Wednesday;15/01/2020;17;0;2
Wednesday;15/01/2020;17;30;4
Wednesday;15/01/2020;18;0;1
Wednesday;15/01/2020;18;30;2
Thursday;16/01/2020;6;0;27
Thursday;16/01/2020;6;30;33
Thursday;16/01/2020;7;0;43
Thursday;16/01/2020;7;30;4
Thursday;16/01/2020;8;0;9
Thursday;16/01/2020;9;0;7
Thursday;16/01/2020;9;30;21
Thursday;16/01/2020;10;0;20
Thursday;16/01/2020;10;30;11
Thursday;16/01/2020;11;0;3
Thursday;16/01/2020;11;30;5
Thursday;16/01/2020;12;0;7
Thursday;16/01/2020;12;30;2
Thursday;16/01/2020;13;0;2
Thursday;16/01/2020;13;30;1
Thursday;16/01/2020;14;0;3
Thursday;16/01/2020;14;30;1
Thursday;16/01/2020;15;0;2
Thursday;16/01/2020;16;0;3
Thursday;16/01/2020;17;0;1
Thursday;16/01/2020;17;30;2
Thursday;16/01/2020;18;0;3
Thursday;16/01/2020;18;30;1
Friday;17/01/2020;6;0;54
Friday;17/01/2020;6;30;36
Friday;17/01/2020;7;0;11
Friday;17/01/2020;7;30;5
Friday;17/01/2020;8;0;2
Friday;17/01/2020;8;30;4
Friday;17/01/2020;9;0;5
Friday;17/01/2020;9;30;19
Friday;17/01/2020;10;0;4
Friday;17/01/2020;10;30;15
Friday;17/01/2020;11;0;6
Friday;17/01/2020;11;30;2
Friday;17/01/2020;12;0;2
Friday;17/01/2020;12;30;3
Friday;17/01/2020;13;30;1
Friday;17/01/2020;14;0;2
Friday;17/01/2020;15;30;2
Friday;17/01/2020;16;0;1
Friday;17/01/2020;16;30;1
Friday;17/01/2020;17;0;2
Friday;17/01/2020;17;30;2
Saturday;18/01/2020;9;0;63
Saturday;18/01/2020;9;30;17
Saturday;18/01/2020;10;0;16
Saturday;18/01/2020;10;30;26
Saturday;18/01/2020;11;0;14
Saturday;18/01/2020;11;30;8
Saturday;18/01/2020;12;0;11
Saturday;18/01/2020;12;30;5
Saturday;18/01/2020;13;0;2
Saturday;18/01/2020;13;30;5
Saturday;18/01/2020;14;30;1
Saturday;18/01/2020;15;0;1
Saturday;18/01/2020;15;30;2
Saturday;18/01/2020;16;0;1
Saturday;18/01/2020;16;30;2
Monday;20/01/2020;6;0;58
Monday;20/01/2020;6;30;11
Monday;20/01/2020;7;0;12
Monday;20/01/2020;7;30;2
Monday;20/01/2020;8;0;2
Monday;20/01/2020;8;30;4
Monday;20/01/2020;9;0;14
Monday;20/01/2020;9;30;20
Monday;20/01/2020;10;0;7
Monday;20/01/2020;10;30;6
Monday;20/01/2020;11;0;5
Monday;20/01/2020;12;0;2
Monday;20/01/2020;12;30;1
Monday;20/01/2020;13;0;1
Monday;20/01/2020;13;30;2
Monday;20/01/2020;14;0;1
Monday;20/01/2020;14;30;2
Monday;20/01/2020;15;30;2
Monday;20/01/2020;16;30;1
Monday;20/01/2020;17;0;4
Monday;20/01/2020;17;30;1
Tuesday;21/01/2020;6;0;56
Tuesday;21/01/2020;6;30;37
Tuesday;21/01/2020;7;0;11
Tuesday;21/01/2020;7;30;23
Tuesday;21/01/2020;8;0;11
Tuesday;21/01/2020;8;30;6
Tuesday;21/01/2020;9;0;17
Tuesday;21/01/2020;9;30;33
Tuesday;21/01/2020;10;0;14
Tuesday;21/01/2020;10;30;5
Tuesday;21/01/2020;11;0;6
Tuesday;21/01/2020;12;0;3
Tuesday;21/01/2020;12;30;2
Tuesday;21/01/2020;13;0;3
Tuesday;21/01/2020;13;30;1
Tuesday;21/01/2020;14;30;3
Tuesday;21/01/2020;15;0;2
Tuesday;21/01/2020;15;30;3
Tuesday;21/01/2020;16;0;1
Tuesday;21/01/2020;16;30;3
Tuesday;21/01/2020;17;0;1
Tuesday;21/01/2020;17;30;3
Tuesday;21/01/2020;18;0;1
Tuesday;21/01/2020;18;30;1
Wednesday;22/01/2020;6;0;91
Wednesday;22/01/2020;6;30;14
Wednesday;22/01/2020;7;0;24
Wednesday;22/01/2020;7;30;7
Wednesday;22/01/2020;8;0;10
Wednesday;22/01/2020;8;30;9
Wednesday;22/01/2020;9;0;11
Wednesday;22/01/2020;9;30;12
Wednesday;22/01/2020;10;0;8
Wednesday;22/01/2020;10;30;8
Wednesday;22/01/2020;11;0;58
Wednesday;22/01/2020;11;30;17
Wednesday;22/01/2020;12;0;11
Wednesday;22/01/2020;12;30;7
Wednesday;22/01/2020;13;0;8
Wednesday;22/01/2020;13;30;4
Wednesday;22/01/2020;14;30;2
Wednesday;22/01/2020;15;0;3
Wednesday;22/01/2020;15;30;1
Wednesday;22/01/2020;16;0;3
Wednesday;22/01/2020;17;0;2
Wednesday;22/01/2020;18;0;3
Thursday;23/01/2020;6;30;62
Thursday;23/01/2020;7;0;33
Thursday;23/01/2020;7;30;8
Thursday;23/01/2020;8;0;31
Thursday;23/01/2020;8;30;10
Thursday;23/01/2020;9;0;12
Thursday;23/01/2020;9;30;5
Thursday;23/01/2020;10;0;21
Thursday;23/01/2020;10;30;38
Thursday;23/01/2020;11;0;13
Thursday;23/01/2020;11;30;13
Thursday;23/01/2020;12;0;6
Thursday;23/01/2020;12;30;4
Thursday;23/01/2020;13;0;5
Thursday;23/01/2020;13;30;2
Thursday;23/01/2020;14;0;3
Thursday;23/01/2020;14;30;3
Thursday;23/01/2020;15;0;2
Thursday;23/01/2020;16;0;3
Thursday;23/01/2020;16;30;1
Thursday;23/01/2020;17;0;4
Thursday;23/01/2020;17;30;2
Thursday;23/01/2020;18;0;2
Thursday;23/01/2020;19;0;2
Friday;24/01/2020;6;0;55
Friday;24/01/2020;6;30;4
Friday;24/01/2020;7;0;2
Friday;24/01/2020;7;30;4
Friday;24/01/2020;8;0;23
Friday;24/01/2020;8;30;5
Friday;24/01/2020;9;0;5
Friday;24/01/2020;9;30;1
Friday;24/01/2020;10;0;13
Friday;24/01/2020;10;30;9
Friday;24/01/2020;11;0;16
Friday;24/01/2020;11;30;6
Friday;24/01/2020;12;0;5
Friday;24/01/2020;12;30;1
Friday;24/01/2020;15;30;1
Friday;24/01/2020;17;0;2
Friday;24/01/2020;17;30;2
Friday;24/01/2020;18;0;3
Friday;24/01/2020;18;30;2
Friday;24/01/2020;19;0;1
Friday;24/01/2020;19;30;1
Saturday;25/01/2020;9;0;23
Saturday;25/01/2020;9;30;18
Saturday;25/01/2020;10;0;2
Saturday;25/01/2020;10;30;5
Saturday;25/01/2020;11;0;37
Saturday;25/01/2020;11;30;15
Saturday;25/01/2020;12;0;17
Saturday;25/01/2020;12;30;24
Saturday;25/01/2020;13;0;20
Saturday;25/01/2020;13;30;10
Saturday;25/01/2020;14;0;18
Saturday;25/01/2020;14;30;4
Saturday;25/01/2020;15;0;3
Saturday;25/01/2020;15;30;2
Saturday;25/01/2020;16;0;4
Saturday;25/01/2020;16;30;6
Saturday;25/01/2020;17;0;1
Monday;27/01/2020;6;0;16
Monday;27/01/2020;6;30;91
Monday;27/01/2020;7;0;12
Monday;27/01/2020;7;30;41
Monday;27/01/2020;8;0;21
Monday;27/01/2020;8;30;5
Monday;27/01/2020;9;0;1
Monday;27/01/2020;9;30;3
Monday;27/01/2020;10;0;8
Monday;27/01/2020;10;30;25
Monday;27/01/2020;11;0;8
Monday;27/01/2020;11;30;29
Monday;27/01/2020;12;0;12
Monday;27/01/2020;12;30;6
Monday;27/01/2020;13;0;3
Monday;27/01/2020;13;30;2
Monday;27/01/2020;15;0;2
Monday;27/01/2020;16;0;4
Monday;27/01/2020;16;30;4
Monday;27/01/2020;17;0;1
Monday;27/01/2020;17;30;2
Monday;27/01/2020;18;0;2
Monday;27/01/2020;18;30;1
Tuesday;28/01/2020;6;0;11
Tuesday;28/01/2020;6;30;28
Tuesday;28/01/2020;7;0;16
Tuesday;28/01/2020;7;30;4
Tuesday;28/01/2020;8;0;7
Tuesday;28/01/2020;8;30;21
Tuesday;28/01/2020;9;0;27
Tuesday;28/01/2020;9;30;15
Tuesday;28/01/2020;10;0;1
Tuesday;28/01/2020;10;30;27
Tuesday;28/01/2020;11;0;56
Tuesday;28/01/2020;11;30;17
Tuesday;28/01/2020;12;0;18
Tuesday;28/01/2020;12;30;22
Tuesday;28/01/2020;13;0;14
Tuesday;28/01/2020;13;30;7
Tuesday;28/01/2020;14;0;6
Tuesday;28/01/2020;14;30;5
Tuesday;28/01/2020;15;0;7
Tuesday;28/01/2020;15;30;5
Tuesday;28/01/2020;16;0;4
Tuesday;28/01/2020;17;0;1
Tuesday;28/01/2020;17;30;2
Tuesday;28/01/2020;18;0;4
Tuesday;28/01/2020;18;30;1
Wednesday;29/01/2020;6;0;15
Wednesday;29/01/2020;6;30;19
Wednesday;29/01/2020;7;0;89
Wednesday;29/01/2020;7;30;16
Wednesday;29/01/2020;8;0;26
Wednesday;29/01/2020;8;30;9
Wednesday;29/01/2020;9;0;28
Wednesday;29/01/2020;9;30;9
Wednesday;29/01/2020;10;0;7
Wednesday;29/01/2020;10;30;3
Wednesday;29/01/2020;11;0;8
Wednesday;29/01/2020;11;30;6
Wednesday;29/01/2020;12;0;4
Wednesday;29/01/2020;12;30;1
Wednesday;29/01/2020;13;0;1
Wednesday;29/01/2020;14;0;1
Wednesday;29/01/2020;14;30;4
Wednesday;29/01/2020;15;0;5
Wednesday;29/01/2020;15;30;1
Wednesday;29/01/2020;16;0;4
Wednesday;29/01/2020;16;30;1
Wednesday;29/01/2020;17;0;2
Wednesday;29/01/2020;17;30;2
Thursday;30/01/2020;6;30;26
Thursday;30/01/2020;7;0;92
Thursday;30/01/2020;7;30;22
Thursday;30/01/2020;8;0;24
Thursday;30/01/2020;8;30;6
Thursday;30/01/2020;9;0;2
Thursday;30/01/2020;9;30;5
Thursday;30/01/2020;10;0;3
Thursday;30/01/2020;10;30;9
Thursday;30/01/2020;11;0;9
Thursday;30/01/2020;11;30;5
Thursday;30/01/2020;12;0;1
Thursday;30/01/2020;13;0;1
Thursday;30/01/2020;13;30;3
Thursday;30/01/2020;14;0;6
Thursday;30/01/2020;15;0;1
Thursday;30/01/2020;15;30;1
Thursday;30/01/2020;16;0;1
Thursday;30/01/2020;17;30;1
Friday;31/01/2020;6;0;10
Friday;31/01/2020;6;30;19
Friday;31/01/2020;7;0;79
Friday;31/01/2020;7;30;13
Friday;31/01/2020;8;0;11
Friday;31/01/2020;8;30;18
Friday;31/01/2020;9;0;19
Friday;31/01/2020;9;30;14
Friday;31/01/2020;10;0;6
Friday;31/01/2020;10;30;2
Friday;31/01/2020;11;30;3
Friday;31/01/2020;12;30;3
Friday;31/01/2020;13;0;3
Friday;31/01/2020;13;30;5
Friday;31/01/2020;14;30;3
Friday;31/01/2020;16;30;1
Friday;31/01/2020;17;0;1
Friday;31/01/2020;17;30;1
Friday;31/01/2020;18;0;1
Saturday;01/02/2020;9;0;24
Saturday;01/02/2020;9;30;2
Saturday;01/02/2020;10;0;6
Saturday;01/02/2020;10;30;59
Saturday;01/02/2020;11;0;29
Saturday;01/02/2020;11;30;25
Saturday;01/02/2020;12;0;11
Saturday;01/02/2020;12;30;6
Saturday;01/02/2020;13;0;7
Saturday;01/02/2020;13;30;7
Saturday;01/02/2020;14;0;7
Saturday;01/02/2020;14;30;4
Saturday;01/02/2020;15;0;2
Saturday;01/02/2020;15;30;2
Monday;03/02/2020;6;0;13
Monday;03/02/2020;6;30;8
Monday;03/02/2020;7;0;1
Monday;03/02/2020;7;30;55
Monday;03/02/2020;8;0;8
Monday;03/02/2020;8;30;12
Monday;03/02/2020;9;0;17
Monday;03/02/2020;9;30;12
Monday;03/02/2020;10;0;10
Monday;03/02/2020;10;30;7
Monday;03/02/2020;11;0;5
Monday;03/02/2020;11;30;6
Monday;03/02/2020;12;0;1
Monday;03/02/2020;12;30;4
Monday;03/02/2020;13;0;1
Monday;03/02/2020;13;30;2
Monday;03/02/2020;14;0;1
Monday;03/02/2020;14;30;1
Monday;03/02/2020;15;30;1
Monday;03/02/2020;16;0;1
Monday;03/02/2020;16;30;1
Tuesday;04/02/2020;6;30;19
Tuesday;04/02/2020;7;0;80
Tuesday;04/02/2020;7;30;14
Tuesday;04/02/2020;8;0;13
Tuesday;04/02/2020;8;30;20
Tuesday;04/02/2020;9;0;28
Tuesday;04/02/2020;9;30;35
Tuesday;04/02/2020;10;0;15
Tuesday;04/02/2020;10;30;24
Tuesday;04/02/2020;11;0;11
Tuesday;04/02/2020;11;30;15
Tuesday;04/02/2020;12;0;10
Tuesday;04/02/2020;12;30;9
Tuesday;04/02/2020;13;0;4
Tuesday;04/02/2020;13;30;6
Tuesday;04/02/2020;14;0;4
Tuesday;04/02/2020;14;30;4
Tuesday;04/02/2020;15;0;5
Tuesday;04/02/2020;16;0;4
Tuesday;04/02/2020;16;30;2
Tuesday;04/02/2020;17;30;1
Wednesday;05/02/2020;6;0;11
Wednesday;05/02/2020;6;30;42
Wednesday;05/02/2020;7;0;9
Wednesday;05/02/2020;7;30;75
Wednesday;05/02/2020;8;0;9
Wednesday;05/02/2020;8;30;8
Wednesday;05/02/2020;9;0;17
Wednesday;05/02/2020;9;30;40
Wednesday;05/02/2020;10;0;19
Wednesday;05/02/2020;10;30;29
Wednesday;05/02/2020;11;0;16
Wednesday;05/02/2020;11;30;19
Wednesday;05/02/2020;12;0;48
Wednesday;05/02/2020;12;30;22
Wednesday;05/02/2020;13;0;19
Wednesday;05/02/2020;13;30;12
Wednesday;05/02/2020;14;0;8
Wednesday;05/02/2020;14;30;18
Wednesday;05/02/2020;15;0;11
Wednesday;05/02/2020;15;30;8
Wednesday;05/02/2020;16;0;4
Wednesday;05/02/2020;16;30;3
Wednesday;05/02/2020;18;0;1
Wednesday;05/02/2020;18;30;1
Thursday;06/02/2020;6;0;5
Thursday;06/02/2020;6;30;19
Thursday;06/02/2020;7;0;71
Thursday;06/02/2020;7;30;68
Thursday;06/02/2020;8;0;28
Thursday;06/02/2020;8;30;13
Thursday;06/02/2020;9;0;41
Thursday;06/02/2020;9;30;32
Thursday;06/02/2020;10;0;15
Thursday;06/02/2020;10;30;31
Thursday;06/02/2020;11;0;15
Thursday;06/02/2020;11;30;19
Thursday;06/02/2020;12;0;14
Thursday;06/02/2020;12;30;20
Thursday;06/02/2020;13;0;18
Thursday;06/02/2020;13;30;4
Thursday;06/02/2020;14;0;8
Thursday;06/02/2020;14;30;4
Thursday;06/02/2020;15;0;4
Thursday;06/02/2020;15;30;1
Thursday;06/02/2020;16;0;2
Thursday;06/02/2020;16;30;2
Thursday;06/02/2020;17;30;1
Friday;07/02/2020;6;30;42
Friday;07/02/2020;7;0;74
Friday;07/02/2020;7;30;33
Friday;07/02/2020;8;0;19
Friday;07/02/2020;8;30;16
Friday;07/02/2020;9;0;43
Friday;07/02/2020;9;30;30
Friday;07/02/2020;10;0;44
Friday;07/02/2020;10;30;23
Friday;07/02/2020;11;0;21
Friday;07/02/2020;11;30;11
Friday;07/02/2020;12;0;21
Friday;07/02/2020;12;30;16
Friday;07/02/2020;13;0;4
Friday;07/02/2020;13;30;12
Friday;07/02/2020;14;0;12
Friday;07/02/2020;14;30;9
Friday;07/02/2020;15;0;6
Friday;07/02/2020;15;30;2
Friday;07/02/2020;16;0;1
Friday;07/02/2020;16;30;2
Friday;07/02/2020;17;0;1
Monday;10/02/2020;9;0;4
Monday;10/02/2020;9;30;17
Monday;10/02/2020;10;0;5
Monday;10/02/2020;10;30;15
Monday;10/02/2020;11;0;9
Monday;10/02/2020;11;30;7
