weekday;dia;hora;periodo;demand
Sunday;17/11/2019;14;0;5
Sunday;17/11/2019;15;30;1
Monday;18/11/2019;5;30;1
Monday;18/11/2019;6;0;3
Monday;18/11/2019;6;30;3
Monday;18/11/2019;7;0;41
Monday;18/11/2019;7;30;79
Monday;18/11/2019;8;0;48
Monday;18/11/2019;8;30;12
Monday;18/11/2019;9;0;13
Monday;18/11/2019;9;30;23
Monday;18/11/2019;10;0;8
Monday;18/11/2019;10;30;17
Monday;18/11/2019;11;0;43
Monday;18/11/2019;11;30;13
Monday;18/11/2019;12;0;10
Monday;18/11/2019;12;30;7
Monday;18/11/2019;13;0;8
Monday;18/11/2019;13;30;7
Monday;18/11/2019;14;30;1
Monday;18/11/2019;15;0;6
Monday;18/11/2019;15;30;1
Monday;18/11/2019;16;0;2
Monday;18/11/2019;16;30;1
Monday;18/11/2019;17;0;2
Monday;18/11/2019;17;30;3
Monday;18/11/2019;18;0;3
Monday;18/11/2019;18;30;2
Tuesday;19/11/2019;5;30;12
Tuesday;19/11/2019;6;0;23
Tuesday;19/11/2019;6;30;1
Tuesday;19/11/2019;7;0;3
Tuesday;19/11/2019;7;30;2
Tuesday;19/11/2019;8;0;4
Tuesday;19/11/2019;8;30;1
Tuesday;19/11/2019;9;30;19
Tuesday;19/11/2019;10;0;20
Tuesday;19/11/2019;10;30;4
Tuesday;19/11/2019;11;0;19
Tuesday;19/11/2019;11;30;3
Tuesday;19/11/2019;12;0;2
Tuesday;19/11/2019;12;30;1
Tuesday;19/11/2019;13;30;3
Tuesday;19/11/2019;14;0;28
Tuesday;19/11/2019;14;30;14
Tuesday;19/11/2019;15;0;2
Tuesday;19/11/2019;15;30;2
Tuesday;19/11/2019;16;0;3
Tuesday;19/11/2019;16;30;3
Tuesday;19/11/2019;17;0;5
Tuesday;19/11/2019;17;30;2
Wednesday;20/11/2019;8;0;20
Wednesday;20/11/2019;8;30;10
Wednesday;20/11/2019;9;0;3
Wednesday;20/11/2019;9;30;8
Wednesday;20/11/2019;10;0;29
Wednesday;20/11/2019;10;30;7
Wednesday;20/11/2019;11;30;3
Wednesday;20/11/2019;12;30;3
Wednesday;20/11/2019;13;30;17
Wednesday;20/11/2019;14;0;13
Wednesday;20/11/2019;14;30;4
Wednesday;20/11/2019;15;0;1
Wednesday;20/11/2019;15;30;3
Wednesday;20/11/2019;16;30;1
Wednesday;20/11/2019;17;0;1
Thursday;21/11/2019;4;30;6
Thursday;21/11/2019;5;0;8
Thursday;21/11/2019;5;30;2
Thursday;21/11/2019;6;30;5
Thursday;21/11/2019;7;0;6
Thursday;21/11/2019;7;30;10
Thursday;21/11/2019;8;0;2
Thursday;21/11/2019;8;30;3
Thursday;21/11/2019;9;0;10
Thursday;21/11/2019;9;30;2
Thursday;21/11/2019;10;0;15
Thursday;21/11/2019;10;30;7
Thursday;21/11/2019;11;0;7
Thursday;21/11/2019;11;30;2
Thursday;21/11/2019;12;0;1
Thursday;21/11/2019;13;0;1
Thursday;21/11/2019;14;0;1
Thursday;21/11/2019;15;30;1
Friday;22/11/2019;5;0;9
Friday;22/11/2019;5;30;21
Friday;22/11/2019;6;0;11
Friday;22/11/2019;6;30;3
Friday;22/11/2019;7;0;2
Friday;22/11/2019;7;30;4
Friday;22/11/2019;8;0;7
Friday;22/11/2019;8;30;2
Friday;22/11/2019;9;0;2
Friday;22/11/2019;9;30;3
Friday;22/11/2019;10;0;2
Friday;22/11/2019;10;30;22
Friday;22/11/2019;11;0;41
Friday;22/11/2019;11;30;11
Friday;22/11/2019;12;0;2
Friday;22/11/2019;12;30;5
Friday;22/11/2019;13;0;1
Friday;22/11/2019;13;30;1
Friday;22/11/2019;14;0;4
Friday;22/11/2019;15;0;1
Saturday;23/11/2019;8;30;1
Saturday;23/11/2019;9;0;41
Saturday;23/11/2019;9;30;18
Saturday;23/11/2019;10;0;5
Saturday;23/11/2019;10;30;27
Saturday;23/11/2019;11;0;10
Saturday;23/11/2019;11;30;17
Saturday;23/11/2019;12;0;11
Saturday;23/11/2019;12;30;7
Saturday;23/11/2019;13;0;6
Saturday;23/11/2019;13;30;3
Saturday;23/11/2019;14;0;1
Sunday;24/11/2019;9;0;5
Sunday;24/11/2019;9;30;24
Sunday;24/11/2019;10;0;10
Sunday;24/11/2019;10;30;2
Sunday;24/11/2019;11;30;3
Sunday;24/11/2019;12;0;5
Sunday;24/11/2019;12;30;5
Sunday;24/11/2019;15;0;1
Monday;25/11/2019;5;0;5
Monday;25/11/2019;5;30;10
Monday;25/11/2019;6;30;3
Monday;25/11/2019;7;0;2
Monday;25/11/2019;7;30;2
Monday;25/11/2019;8;0;4
Monday;25/11/2019;9;0;1
Monday;25/11/2019;9;30;7
Monday;25/11/2019;10;0;33
Monday;25/11/2019;10;30;10
Monday;25/11/2019;11;0;4
Monday;25/11/2019;11;30;5
Monday;25/11/2019;12;0;3
Monday;25/11/2019;12;30;4
Monday;25/11/2019;13;0;4
Monday;25/11/2019;13;30;8
Monday;25/11/2019;14;30;2
Monday;25/11/2019;15;0;13
Monday;25/11/2019;15;30;10
Monday;25/11/2019;16;0;4
Monday;25/11/2019;16;30;1
Monday;25/11/2019;18;0;2
Monday;25/11/2019;18;30;1
Monday;25/11/2019;19;0;1
Monday;25/11/2019;19;30;1
Monday;25/11/2019;20;30;1
Tuesday;26/11/2019;5;0;10
Tuesday;26/11/2019;5;30;36
Tuesday;26/11/2019;6;0;10
Tuesday;26/11/2019;6;30;19
Tuesday;26/11/2019;7;0;8
Tuesday;26/11/2019;7;30;5
Tuesday;26/11/2019;8;0;7
Tuesday;26/11/2019;8;30;6
Tuesday;26/11/2019;9;0;19
Tuesday;26/11/2019;9;30;5
Tuesday;26/11/2019;10;0;15
Tuesday;26/11/2019;10;30;5
Tuesday;26/11/2019;11;0;12
Tuesday;26/11/2019;11;30;8
Tuesday;26/11/2019;12;0;19
Tuesday;26/11/2019;12;30;7
Tuesday;26/11/2019;13;0;3
Tuesday;26/11/2019;13;30;6
Tuesday;26/11/2019;14;0;5
Tuesday;26/11/2019;14;30;3
Tuesday;26/11/2019;15;0;2
Tuesday;26/11/2019;15;30;5
Tuesday;26/11/2019;16;30;1
Tuesday;26/11/2019;17;0;10
Tuesday;26/11/2019;17;30;6
Tuesday;26/11/2019;18;0;11
Tuesday;26/11/2019;18;30;1
Tuesday;26/11/2019;19;0;1
Tuesday;26/11/2019;20;0;1
Wednesday;27/11/2019;5;0;31
Wednesday;27/11/2019;5;30;9
Wednesday;27/11/2019;6;0;10
Wednesday;27/11/2019;6;30;13
Wednesday;27/11/2019;7;0;2
Wednesday;27/11/2019;7;30;5
Wednesday;27/11/2019;8;0;15
Wednesday;27/11/2019;8;30;6
Wednesday;27/11/2019;9;0;13
Wednesday;27/11/2019;9;30;20
Wednesday;27/11/2019;10;0;19
Wednesday;27/11/2019;10;30;18
Wednesday;27/11/2019;11;0;4
Wednesday;27/11/2019;11;30;9
Wednesday;27/11/2019;12;0;9
Wednesday;27/11/2019;12;30;4
Wednesday;27/11/2019;13;0;2
Wednesday;27/11/2019;13;30;2
Wednesday;27/11/2019;14;0;2
Wednesday;27/11/2019;14;30;1
Wednesday;27/11/2019;15;0;1
Wednesday;27/11/2019;15;30;6
Wednesday;27/11/2019;16;0;2
Wednesday;27/11/2019;16;30;3
Wednesday;27/11/2019;17;0;4
Thursday;28/11/2019;5;0;9
Thursday;28/11/2019;5;30;21
Thursday;28/11/2019;6;0;4
Thursday;28/11/2019;6;30;9
Thursday;28/11/2019;7;0;6
Thursday;28/11/2019;7;30;7
Thursday;28/11/2019;8;0;1
Thursday;28/11/2019;8;30;6
Thursday;28/11/2019;9;0;5
Thursday;28/11/2019;9;30;3
Thursday;28/11/2019;10;0;8
Thursday;28/11/2019;10;30;20
Thursday;28/11/2019;11;0;4
Thursday;28/11/2019;11;30;9
Thursday;28/11/2019;12;0;13
Thursday;28/11/2019;12;30;5
Thursday;28/11/2019;13;0;17
Thursday;28/11/2019;13;30;6
Thursday;28/11/2019;14;0;8
Thursday;28/11/2019;14;30;8
Thursday;28/11/2019;15;0;2
Thursday;28/11/2019;15;30;5
Thursday;28/11/2019;16;0;4
Thursday;28/11/2019;16;30;2
Thursday;28/11/2019;17;0;2
Thursday;28/11/2019;17;30;3
Thursday;28/11/2019;18;0;1
Thursday;28/11/2019;19;0;1
Thursday;28/11/2019;20;30;1
Friday;29/11/2019;6;0;13
Friday;29/11/2019;6;30;25
Friday;29/11/2019;7;0;1
Friday;29/11/2019;7;30;8
Friday;29/11/2019;8;0;2
Friday;29/11/2019;8;30;11
Friday;29/11/2019;9;0;25
Friday;29/11/2019;9;30;16
Friday;29/11/2019;10;0;29
Friday;29/11/2019;10;30;13
Friday;29/11/2019;11;0;10
Friday;29/11/2019;11;30;11
Friday;29/11/2019;12;0;1
Friday;29/11/2019;12;30;6
Friday;29/11/2019;13;0;7
Friday;29/11/2019;13;30;12
Friday;29/11/2019;14;0;5
Friday;29/11/2019;15;0;5
Friday;29/11/2019;16;0;2
Friday;29/11/2019;16;30;1
Friday;29/11/2019;17;30;2
Friday;29/11/2019;18;0;1
Friday;29/11/2019;18;30;2
Friday;29/11/2019;19;0;1
Saturday;30/11/2019;6;0;12
Saturday;30/11/2019;6;30;34
Saturday;30/11/2019;7;0;4
Saturday;30/11/2019;7;30;18
Saturday;30/11/2019;8;0;8
Saturday;30/11/2019;8;30;10
Saturday;30/11/2019;9;0;25
Saturday;30/11/2019;9;30;10
Saturday;30/11/2019;10;0;12
Saturday;30/11/2019;10;30;14
Saturday;30/11/2019;11;0;19
Saturday;30/11/2019;11;30;19
Saturday;30/11/2019;12;0;11
Saturday;30/11/2019;12;30;3
Saturday;30/11/2019;13;0;5
Saturday;30/11/2019;13;30;7
Saturday;30/11/2019;14;0;8
Saturday;30/11/2019;14;30;6
Saturday;30/11/2019;15;30;1
Saturday;30/11/2019;16;30;1
Sunday;01/12/2019;6;0;15
Sunday;01/12/2019;6;30;8
Sunday;01/12/2019;7;0;23
Sunday;01/12/2019;7;30;15
Sunday;01/12/2019;8;0;14
Sunday;01/12/2019;8;30;11
Sunday;01/12/2019;9;0;10
Sunday;01/12/2019;9;30;13
Sunday;01/12/2019;10;0;33
Sunday;01/12/2019;10;30;15
Sunday;01/12/2019;11;0;15
Sunday;01/12/2019;11;30;8
Sunday;01/12/2019;12;0;11
Sunday;01/12/2019;12;30;10
Sunday;01/12/2019;13;0;7
Sunday;01/12/2019;13;30;5
Sunday;01/12/2019;14;0;6
Sunday;01/12/2019;14;30;6
Sunday;01/12/2019;15;0;3
Sunday;01/12/2019;15;30;4
Sunday;01/12/2019;16;0;6
Sunday;01/12/2019;16;30;3
Sunday;01/12/2019;17;0;1
Monday;02/12/2019;6;0;21
Monday;02/12/2019;6;30;31
Monday;02/12/2019;7;0;6
Monday;02/12/2019;7;30;5
Monday;02/12/2019;8;0;8
Monday;02/12/2019;8;30;13
Monday;02/12/2019;9;0;16
Monday;02/12/2019;9;30;24
Monday;02/12/2019;10;0;26
Monday;02/12/2019;10;30;11
Monday;02/12/2019;11;0;5
Monday;02/12/2019;11;30;11
Monday;02/12/2019;12;0;8
Monday;02/12/2019;12;30;5
Monday;02/12/2019;13;0;4
Monday;02/12/2019;13;30;3
Monday;02/12/2019;14;0;3
Monday;02/12/2019;14;30;1
Monday;02/12/2019;15;0;2
Monday;02/12/2019;15;30;3
Monday;02/12/2019;16;0;1
Monday;02/12/2019;16;30;2
Monday;02/12/2019;18;0;2
Monday;02/12/2019;18;30;1
Monday;02/12/2019;19;30;1
Tuesday;03/12/2019;5;0;16
Tuesday;03/12/2019;5;30;20
Tuesday;03/12/2019;6;0;31
Tuesday;03/12/2019;6;30;7
Tuesday;03/12/2019;7;0;3
Tuesday;03/12/2019;7;30;5
Tuesday;03/12/2019;8;0;7
Tuesday;03/12/2019;8;30;6
Tuesday;03/12/2019;9;0;35
Tuesday;03/12/2019;9;30;10
Tuesday;03/12/2019;10;0;2
Tuesday;03/12/2019;10;30;6
Tuesday;03/12/2019;11;0;44
Tuesday;03/12/2019;11;30;26
Tuesday;03/12/2019;12;0;11
Tuesday;03/12/2019;12;30;7
Tuesday;03/12/2019;13;0;4
Tuesday;03/12/2019;13;30;3
Tuesday;03/12/2019;14;0;7
Tuesday;03/12/2019;14;30;10
Tuesday;03/12/2019;15;0;1
Tuesday;03/12/2019;15;30;2
Tuesday;03/12/2019;16;30;6
Tuesday;03/12/2019;17;0;1
Tuesday;03/12/2019;18;30;1
Tuesday;03/12/2019;19;0;1
Tuesday;03/12/2019;19;30;1
Wednesday;04/12/2019;5;0;30
Wednesday;04/12/2019;5;30;12
Wednesday;04/12/2019;6;0;28
Wednesday;04/12/2019;6;30;6
Wednesday;04/12/2019;7;0;1
Wednesday;04/12/2019;7;30;6
Wednesday;04/12/2019;8;0;2
Wednesday;04/12/2019;8;30;20
Wednesday;04/12/2019;9;0;28
Wednesday;04/12/2019;9;30;10
Wednesday;04/12/2019;10;0;8
Wednesday;04/12/2019;10;30;6
Wednesday;04/12/2019;11;0;3
Wednesday;04/12/2019;11;30;42
Wednesday;04/12/2019;12;0;32
Wednesday;04/12/2019;12;30;10
Wednesday;04/12/2019;13;0;8
Wednesday;04/12/2019;13;30;4
Wednesday;04/12/2019;14;0;4
Wednesday;04/12/2019;14;30;9
Wednesday;04/12/2019;15;0;2
Wednesday;04/12/2019;15;30;4
Wednesday;04/12/2019;16;0;6
Wednesday;04/12/2019;16;30;1
Wednesday;04/12/2019;17;0;1
Wednesday;04/12/2019;18;0;2
Wednesday;04/12/2019;18;30;1
Wednesday;04/12/2019;19;0;4
Wednesday;04/12/2019;19;30;4
Thursday;05/12/2019;5;0;26
Thursday;05/12/2019;5;30;20
Thursday;05/12/2019;6;0;54
Thursday;05/12/2019;6;30;39
Thursday;05/12/2019;7;0;10
Thursday;05/12/2019;7;30;4
Thursday;05/12/2019;8;0;6
Thursday;05/12/2019;8;30;6
Thursday;05/12/2019;9;0;5
Thursday;05/12/2019;9;30;19
Thursday;05/12/2019;10;0;39
Thursday;05/12/2019;10;30;11
Thursday;05/12/2019;11;0;10
Thursday;05/12/2019;11;30;8
Thursday;05/12/2019;12;0;7
Thursday;05/12/2019;12;30;4
Thursday;05/12/2019;13;0;3
Thursday;05/12/2019;13;30;3
Thursday;05/12/2019;14;0;1
Thursday;05/12/2019;14;30;4
Thursday;05/12/2019;15;30;1
Thursday;05/12/2019;16;0;2
Thursday;05/12/2019;16;30;1
Thursday;05/12/2019;17;0;2
Thursday;05/12/2019;17;30;1
Thursday;05/12/2019;18;30;1
Thursday;05/12/2019;20;0;1
Thursday;05/12/2019;20;30;2
Friday;06/12/2019;5;0;4
Friday;06/12/2019;5;30;52
Friday;06/12/2019;6;0;7
Friday;06/12/2019;6;30;31
Friday;06/12/2019;7;0;36
Friday;06/12/2019;7;30;3
Friday;06/12/2019;8;0;3
Friday;06/12/2019;8;30;9
Friday;06/12/2019;9;0;1
Friday;06/12/2019;9;30;28
Friday;06/12/2019;10;0;12
Friday;06/12/2019;10;30;5
Friday;06/12/2019;11;0;6
Friday;06/12/2019;11;30;6
Friday;06/12/2019;12;0;5
Friday;06/12/2019;12;30;9
Friday;06/12/2019;13;0;2
Friday;06/12/2019;13;30;5
Friday;06/12/2019;14;0;2
Friday;06/12/2019;14;30;3
Friday;06/12/2019;15;0;2
Friday;06/12/2019;16;0;3
Friday;06/12/2019;16;30;5
Friday;06/12/2019;17;0;1
Friday;06/12/2019;18;0;2
Friday;06/12/2019;18;30;2
Friday;06/12/2019;19;0;1
Saturday;07/12/2019;7;30;2
Saturday;07/12/2019;8;0;43
Saturday;07/12/2019;8;30;18
Saturday;07/12/2019;9;0;12
Saturday;07/12/2019;9;30;38
Saturday;07/12/2019;10;0;17
Saturday;07/12/2019;10;30;10
Saturday;07/12/2019;11;0;5
Saturday;07/12/2019;11;30;13
Saturday;07/12/2019;12;0;9
Saturday;07/12/2019;12;30;9
Saturday;07/12/2019;13;0;9
Saturday;07/12/2019;13;30;6
Saturday;07/12/2019;14;0;6
Saturday;07/12/2019;14;30;2
Saturday;07/12/2019;15;0;3
Saturday;07/12/2019;15;30;4
Saturday;07/12/2019;16;0;3
Sunday;08/12/2019;8;30;18
Sunday;08/12/2019;9;0;20
Sunday;08/12/2019;9;30;4
Sunday;08/12/2019;10;30;5
Sunday;08/12/2019;11;0;2
Sunday;08/12/2019;11;30;3
Sunday;08/12/2019;12;0;1
Sunday;08/12/2019;12;30;1
Sunday;08/12/2019;13;0;2
Sunday;08/12/2019;13;30;1
Sunday;08/12/2019;14;0;1
Sunday;08/12/2019;14;30;2
Sunday;08/12/2019;15;0;1
Monday;09/12/2019;5;0;35
Monday;09/12/2019;5;30;10
Monday;09/12/2019;6;0;9
Monday;09/12/2019;6;30;4
Monday;09/12/2019;7;0;7
Monday;09/12/2019;7;30;30
Monday;09/12/2019;8;0;6
Monday;09/12/2019;8;30;2
Monday;09/12/2019;9;0;3
Monday;09/12/2019;9;30;6
Monday;09/12/2019;10;0;16
Monday;09/12/2019;10;30;10
Monday;09/12/2019;11;0;6
Monday;09/12/2019;11;30;6
Monday;09/12/2019;12;0;2
Monday;09/12/2019;12;30;1
Monday;09/12/2019;13;0;7
Monday;09/12/2019;13;30;4
Monday;09/12/2019;14;0;2
Monday;09/12/2019;15;0;1
Monday;09/12/2019;16;0;1
Monday;09/12/2019;16;30;4
Monday;09/12/2019;17;30;3
Tuesday;10/12/2019;5;30;4
Tuesday;10/12/2019;6;0;28
Tuesday;10/12/2019;6;30;35
Tuesday;10/12/2019;7;0;45
Tuesday;10/12/2019;7;30;7
Tuesday;10/12/2019;8;0;4
Tuesday;10/12/2019;8;30;1
Tuesday;10/12/2019;9;0;43
Tuesday;10/12/2019;9;30;8
Tuesday;10/12/2019;10;0;17
Tuesday;10/12/2019;10;30;6
Tuesday;10/12/2019;11;0;7
Tuesday;10/12/2019;11;30;19
Tuesday;10/12/2019;12;0;7
Tuesday;10/12/2019;12;30;4
Tuesday;10/12/2019;13;0;7
Tuesday;10/12/2019;13;30;3
Tuesday;10/12/2019;14;0;4
Tuesday;10/12/2019;14;30;7
Tuesday;10/12/2019;15;0;6
Tuesday;10/12/2019;15;30;2
Tuesday;10/12/2019;16;30;1
Tuesday;10/12/2019;17;0;1
Tuesday;10/12/2019;17;30;1
Wednesday;11/12/2019;5;0;29
Wednesday;11/12/2019;5;30;14
Wednesday;11/12/2019;6;0;5
Wednesday;11/12/2019;6;30;1
Wednesday;11/12/2019;7;0;4
Wednesday;11/12/2019;7;30;6
Wednesday;11/12/2019;8;0;12
Wednesday;11/12/2019;8;30;50
Wednesday;11/12/2019;9;0;5
Wednesday;11/12/2019;9;30;35
Wednesday;11/12/2019;10;0;13
Wednesday;11/12/2019;10;30;11
Wednesday;11/12/2019;11;0;22
Wednesday;11/12/2019;11;30;13
Wednesday;11/12/2019;12;0;9
Wednesday;11/12/2019;12;30;6
Wednesday;11/12/2019;13;0;2
Wednesday;11/12/2019;13;30;6
Wednesday;11/12/2019;14;0;5
Wednesday;11/12/2019;14;30;6
Wednesday;11/12/2019;15;0;1
Wednesday;11/12/2019;15;30;1
Wednesday;11/12/2019;16;0;2
Wednesday;11/12/2019;16;30;1
Wednesday;11/12/2019;17;0;1
Wednesday;11/12/2019;18;0;1
Wednesday;11/12/2019;19;30;1
Thursday;12/12/2019;5;0;28
Thursday;12/12/2019;5;30;15
Thursday;12/12/2019;6;0;7
Thursday;12/12/2019;6;30;42
Thursday;12/12/2019;7;0;38
Thursday;12/12/2019;7;30;9
Thursday;12/12/2019;8;0;11
Thursday;12/12/2019;8;30;11
Thursday;12/12/2019;9;0;7
Thursday;12/12/2019;9;30;5
Thursday;12/12/2019;10;0;24
Thursday;12/12/2019;10;30;22
Thursday;12/12/2019;11;0;13
Thursday;12/12/2019;11;30;8
Thursday;12/12/2019;12;0;10
Thursday;12/12/2019;12;30;7
Thursday;12/12/2019;13;0;5
Thursday;12/12/2019;13;30;4
Thursday;12/12/2019;14;0;7
Thursday;12/12/2019;14;30;2
Thursday;12/12/2019;15;0;2
Thursday;12/12/2019;15;30;2
Thursday;12/12/2019;16;0;1
Thursday;12/12/2019;17;0;3
Thursday;12/12/2019;17;30;1
Thursday;12/12/2019;18;0;2
Friday;13/12/2019;5;0;19
Friday;13/12/2019;5;30;38
Friday;13/12/2019;6;0;4
Friday;13/12/2019;6;30;42
Friday;13/12/2019;7;0;38
Friday;13/12/2019;7;30;15
Friday;13/12/2019;8;0;3
Friday;13/12/2019;8;30;2
Friday;13/12/2019;9;0;5
Friday;13/12/2019;9;30;3
Friday;13/12/2019;10;0;2
Friday;13/12/2019;10;30;31
Friday;13/12/2019;11;0;6
Friday;13/12/2019;11;30;5
Friday;13/12/2019;12;0;6
Friday;13/12/2019;12;30;4
Friday;13/12/2019;13;0;5
Friday;13/12/2019;14;0;1
Friday;13/12/2019;15;0;3
Friday;13/12/2019;16;0;3
Friday;13/12/2019;17;30;1
Saturday;14/12/2019;8;30;3
Saturday;14/12/2019;9;0;27
Saturday;14/12/2019;9;30;45
Saturday;14/12/2019;10;0;11
Saturday;14/12/2019;10;30;40
Saturday;14/12/2019;11;0;33
Saturday;14/12/2019;11;30;16
Saturday;14/12/2019;12;0;9
Saturday;14/12/2019;12;30;6
Saturday;14/12/2019;13;0;3
Saturday;14/12/2019;13;30;4
Saturday;14/12/2019;14;0;3
Saturday;14/12/2019;14;30;2
Saturday;14/12/2019;15;0;4
Saturday;14/12/2019;16;0;2
Saturday;14/12/2019;16;30;1
Monday;16/12/2019;5;0;6
Monday;16/12/2019;5;30;25
Monday;16/12/2019;6;0;3
Monday;16/12/2019;6;30;19
Monday;16/12/2019;7;0;12
Monday;16/12/2019;7;30;7
Monday;16/12/2019;8;0;3
Monday;16/12/2019;8;30;2
Monday;16/12/2019;9;0;5
Monday;16/12/2019;9;30;5
Monday;16/12/2019;10;0;11
Monday;16/12/2019;10;30;10
Monday;16/12/2019;11;0;3
Monday;16/12/2019;11;30;1
Monday;16/12/2019;12;0;3
Monday;16/12/2019;12;30;1
Monday;16/12/2019;13;0;1
Monday;16/12/2019;13;30;3
Monday;16/12/2019;14;0;1
Monday;16/12/2019;14;30;2
Monday;16/12/2019;15;0;3
Monday;16/12/2019;15;30;3
Monday;16/12/2019;16;30;1
Monday;16/12/2019;17;0;1
Monday;16/12/2019;18;0;3
Tuesday;17/12/2019;5;0;12
Tuesday;17/12/2019;5;30;2
Tuesday;17/12/2019;6;0;51
Tuesday;17/12/2019;6;30;7
Tuesday;17/12/2019;7;0;32
Tuesday;17/12/2019;7;30;5
Tuesday;17/12/2019;8;0;4
Tuesday;17/12/2019;8;30;20
Tuesday;17/12/2019;9;0;15
Tuesday;17/12/2019;9;30;18
Tuesday;17/12/2019;10;0;11
Tuesday;17/12/2019;10;30;17
Tuesday;17/12/2019;11;0;9
Tuesday;17/12/2019;11;30;6
Tuesday;17/12/2019;12;0;12
Tuesday;17/12/2019;12;30;1
Tuesday;17/12/2019;13;0;4
Tuesday;17/12/2019;13;30;1
Tuesday;17/12/2019;14;0;3
Tuesday;17/12/2019;15;0;1
Tuesday;17/12/2019;15;30;2
Tuesday;17/12/2019;16;0;1
Tuesday;17/12/2019;17;0;3
Tuesday;17/12/2019;18;0;1
Wednesday;18/12/2019;5;0;17
Wednesday;18/12/2019;5;30;2
Wednesday;18/12/2019;6;0;9
Wednesday;18/12/2019;6;30;4
Wednesday;18/12/2019;7;0;35
Wednesday;18/12/2019;7;30;2
Wednesday;18/12/2019;8;0;12
Wednesday;18/12/2019;8;30;3
Wednesday;18/12/2019;9;0;4
Wednesday;18/12/2019;9;30;36
Wednesday;18/12/2019;10;0;13
Wednesday;18/12/2019;10;30;9
Wednesday;18/12/2019;11;0;18
Wednesday;18/12/2019;11;30;9
Wednesday;18/12/2019;12;0;6
Wednesday;18/12/2019;12;30;9
Wednesday;18/12/2019;13;0;9
Wednesday;18/12/2019;13;30;3
Wednesday;18/12/2019;14;0;4
Wednesday;18/12/2019;14;30;6
Wednesday;18/12/2019;15;0;5
Wednesday;18/12/2019;15;30;2
Wednesday;18/12/2019;16;30;2
Wednesday;18/12/2019;17;0;2
Wednesday;18/12/2019;17;30;1
Wednesday;18/12/2019;18;0;1
Wednesday;18/12/2019;18;30;1
Thursday;19/12/2019;5;30;5
Thursday;19/12/2019;6;0;44
Thursday;19/12/2019;6;30;2
Thursday;19/12/2019;7;0;19
Thursday;19/12/2019;7;30;5
Thursday;19/12/2019;8;0;3
Thursday;19/12/2019;8;30;41
Thursday;19/12/2019;9;0;12
Thursday;19/12/2019;9;30;16
Thursday;19/12/2019;10;0;9
Thursday;19/12/2019;10;30;5
Thursday;19/12/2019;11;0;5
Thursday;19/12/2019;11;30;5
Thursday;19/12/2019;12;0;3
Thursday;19/12/2019;12;30;2
Thursday;19/12/2019;13;0;2
Thursday;19/12/2019;13;30;4
Thursday;19/12/2019;14;30;1
Thursday;19/12/2019;15;0;2
Thursday;19/12/2019;15;30;1
Thursday;19/12/2019;16;0;1
Friday;20/12/2019;5;30;10
Friday;20/12/2019;6;0;53
Friday;20/12/2019;6;30;7
Friday;20/12/2019;7;0;6
Friday;20/12/2019;7;30;8
Friday;20/12/2019;8;0;6
Friday;20/12/2019;8;30;14
Friday;20/12/2019;9;0;26
Friday;20/12/2019;9;30;10
Friday;20/12/2019;10;0;12
Friday;20/12/2019;10;30;10
Friday;20/12/2019;11;0;10
Friday;20/12/2019;11;30;10
Friday;20/12/2019;12;0;5
Friday;20/12/2019;12;30;5
Friday;20/12/2019;13;30;3
Friday;20/12/2019;14;0;2
Friday;20/12/2019;14;30;1
Friday;20/12/2019;15;0;1
Friday;20/12/2019;15;30;3
Friday;20/12/2019;16;0;2
Friday;20/12/2019;17;0;3
Friday;20/12/2019;18;0;2
Friday;20/12/2019;18;30;2
Saturday;21/12/2019;9;0;22
Saturday;21/12/2019;9;30;38
Saturday;21/12/2019;10;0;27
Saturday;21/12/2019;10;30;5
Saturday;21/12/2019;11;0;11
Saturday;21/12/2019;11;30;2
Saturday;21/12/2019;12;0;4
Saturday;21/12/2019;12;30;4
Saturday;21/12/2019;13;0;5
Saturday;21/12/2019;13;30;4
Saturday;21/12/2019;14;0;4
Saturday;21/12/2019;14;30;5
Saturday;21/12/2019;15;0;3
Saturday;21/12/2019;15;30;3
Saturday;21/12/2019;16;30;2
Saturday;21/12/2019;17;0;1
Monday;23/12/2019;5;30;7
Monday;23/12/2019;6;0;10
Monday;23/12/2019;6;30;3
Monday;23/12/2019;7;0;9
Monday;23/12/2019;7;30;4
Monday;23/12/2019;8;0;17
Monday;23/12/2019;8;30;3
Monday;23/12/2019;9;0;1
Monday;23/12/2019;9;30;13
Monday;23/12/2019;10;0;5
Monday;23/12/2019;10;30;2
Monday;23/12/2019;11;0;1
Monday;23/12/2019;11;30;1
Monday;23/12/2019;12;0;1
Monday;23/12/2019;12;30;1
Monday;23/12/2019;13;0;4
Monday;23/12/2019;16;30;1
Monday;23/12/2019;17;0;1
Tuesday;24/12/2019;7;0;48
Tuesday;24/12/2019;7;30;5
Tuesday;24/12/2019;8;0;22
Tuesday;24/12/2019;8;30;22
Tuesday;24/12/2019;9;0;9
Tuesday;24/12/2019;9;30;16
Tuesday;24/12/2019;10;0;7
Tuesday;24/12/2019;10;30;3
Tuesday;24/12/2019;11;0;1
Tuesday;24/12/2019;11;30;2
Tuesday;24/12/2019;12;0;9
Tuesday;24/12/2019;12;30;4
Tuesday;24/12/2019;13;0;1
Tuesday;24/12/2019;14;0;3
Tuesday;24/12/2019;16;0;3
Thursday;26/12/2019;5;30;6
Thursday;26/12/2019;6;0;32
