Dia,Hora,Demand,Weekday,Avail,Reject,Unmatch
2020-01-30,10,12,Thursday,3128,513,214
2020-01-30,11,14,Thursday,3533,553,201
2020-01-30,12,1,Thursday,3561,515,191
2020-01-30,13,4,Thursday,3524,526,182
2020-01-30,14,6,Thursday,3415,849,323
2020-01-30,15,2,Thursday,3229,818,290
2020-01-30,16,1,Thursday,2937,814,260
2020-01-30,17,1,Thursday,2251,816,237
2020-01-31,6,29,Friday,378,205,46
2020-01-31,7,92,Friday,804,415,101
2020-01-31,8,29,Friday,1599,520,192
2020-01-31,9,33,Friday,2388,563,227
2020-01-31,10,8,Friday,2991,637,304
2020-01-31,11,3,Friday,3420,663,279
2020-01-31,12,3,Friday,3440,722,265
2020-01-31,13,8,Friday,3360,687,272
2020-01-31,14,3,Friday,3389,759,329
2020-01-31,16,1,Friday,3084,696,286
2020-01-31,17,2,Friday,2651,564,199
2020-01-31,18,1,Friday,2095,419,124
2020-02-01,9,26,Saturday,948,441,121
2020-02-01,10,65,Saturday,1115,544,204
2020-02-01,11,54,Saturday,1214,536,211
2020-02-01,12,17,Saturday,1257,516,197
2020-02-01,13,14,Saturday,1288,424,138
2020-02-01,14,11,Saturday,1213,390,127
2020-02-01,15,4,Saturday,989,429,128
2020-02-03,6,21,Monday,308,124,15
2020-02-03,7,56,Monday,559,391,100
2020-02-03,8,20,Monday,1157,512,153
2020-02-03,9,29,Monday,1741,623,234
2020-02-03,10,17,Monday,1995,812,307
2020-02-03,11,11,Monday,2247,801,313
2020-02-03,12,5,Monday,2398,854,298
2020-02-03,13,3,Monday,2472,798,339
2020-02-03,14,2,Monday,2599,832,337
2020-02-03,15,1,Monday,2468,907,368
2020-02-03,16,2,Monday,2374,874,344
2020-02-04,6,19,Tuesday,292,148,24
2020-02-04,7,94,Tuesday,536,462,130
2020-02-04,8,33,Tuesday,1151,573,205
2020-02-04,9,63,Tuesday,1893,721,291
2020-02-04,10,39,Tuesday,2454,841,366
2020-02-04,11,26,Tuesday,2833,899,393
2020-02-04,12,19,Tuesday,2956,792,289
2020-02-04,13,10,Tuesday,3079,782,247
2020-02-04,14,8,Tuesday,3231,822,316
2020-02-04,15,5,Tuesday,3287,824,337
2020-02-04,16,6,Tuesday,2995,841,291
2020-02-04,17,1,Tuesday,2654,608,180
2020-02-05,6,53,Wednesday,364,268,58
2020-02-05,7,84,Wednesday,674,393,128
2020-02-05,8,17,Wednesday,1323,535,191
2020-02-05,9,57,Wednesday,2166,684,270
2020-02-05,10,48,Wednesday,2789,765,344
2020-02-05,11,35,Wednesday,3159,735,268
2020-02-05,12,70,Wednesday,3279,767,282
2020-02-05,13,31,Wednesday,3244,723,239
2020-02-05,14,26,Wednesday,3363,856,324
2020-02-05,15,19,Wednesday,3261,818,315
2020-02-05,16,7,Wednesday,3018,802,277
2020-02-05,18,2,Wednesday,2020,338,102
2020-02-06,6,24,Thursday,348,213,65
2020-02-06,7,139,Thursday,822,473,134
2020-02-06,8,41,Thursday,1516,561,176
2020-02-06,9,73,Thursday,2334,679,282
2020-02-06,10,46,Thursday,2915,705,309
2020-02-06,11,34,Thursday,3289,711,298
2020-02-06,12,34,Thursday,3346,728,229
2020-02-06,13,22,Thursday,3364,780,234
2020-02-06,14,12,Thursday,3457,769,264
2020-02-06,15,5,Thursday,3203,947,361
2020-02-06,16,4,Thursday,2811,913,286
2020-02-06,17,1,Thursday,2478,661,194
2020-02-07,6,42,Friday,370,245,52
2020-02-07,7,107,Friday,801,483,135
2020-02-07,8,35,Friday,1514,605,201
2020-02-07,9,73,Friday,2345,760,307
2020-02-07,10,67,Friday,2957,818,309
2020-02-07,11,32,Friday,3321,799,310
2020-02-07,12,37,Friday,3327,828,270
2020-02-07,13,16,Friday,3264,829,273
2020-02-07,14,21,Friday,3249,985,394
2020-02-07,15,8,Friday,3160,1039,420
2020-02-07,16,3,Friday,2963,1026,380
2020-02-07,17,1,Friday,2606,708,239
2020-02-10,9,21,Monday,785,420,111
2020-02-10,10,20,Monday,1024,841,302
2020-02-10,11,16,Monday,1113,843,327
2020-02-10,12,16,Monday,1173,719,285
2020-02-10,13,25,Monday,1132,681,280
2020-02-10,14,26,Monday,1262,685,280
2020-02-10,15,15,Monday,1309,683,268
2020-02-10,16,21,Monday,1293,656,243
2020-02-10,17,26,Monday,1106,651,196
2020-02-10,18,28,Monday,828,498,144
2020-02-10,19,6,Monday,645,358,72
2020-02-10,20,4,Monday,483,288,74
2020-02-10,21,1,Monday,357,220,34
2020-02-10,22,1,Monday,249,143,20
2020-02-11,5,25,Tuesday,108,97,15
2020-02-11,6,39,Tuesday,213,333,105
2020-02-11,7,51,Tuesday,458,548,210
2020-02-11,8,39,Tuesday,956,676,246
2020-02-11,9,36,Tuesday,1537,744,241
2020-02-11,10,28,Tuesday,1846,676,228
2020-02-11,11,6,Tuesday,2095,624,213
2020-02-11,12,31,Tuesday,2515,1049,425
2020-02-11,13,50,Tuesday,2633,898,363
2020-02-11,14,45,Tuesday,2786,1022,409
2020-02-11,15,34,Tuesday,2810,1035,430
2020-02-11,16,58,Tuesday,2715,983,385
2020-02-11,17,29,Tuesday,2457,842,290
2020-02-11,18,25,Tuesday,1835,678,185
2020-02-11,19,19,Tuesday,1350,464,122
2020-02-11,20,3,Tuesday,974,288,76
2020-02-12,6,56,Wednesday,284,311,52
2020-02-12,7,48,Wednesday,570,488,125
2020-02-12,8,75,Wednesday,1114,673,210
2020-02-12,9,55,Wednesday,1811,788,285
2020-02-12,10,30,Wednesday,2469,852,363
2020-02-12,11,66,Wednesday,2831,994,399
2020-02-12,12,54,Wednesday,2974,900,327
2020-02-12,13,38,Wednesday,2933,902,336
2020-02-12,14,37,Wednesday,3118,925,335
2020-02-12,15,34,Wednesday,3191,946,346
2020-02-12,16,25,Wednesday,3027,873,309
2020-02-12,17,8,Wednesday,2624,714,196
2020-02-12,18,10,Wednesday,1990,639,165
2020-02-13,6,120,Thursday,331,335,68
2020-02-13,7,78,Thursday,727,525,153
2020-02-13,8,54,Thursday,1384,665,245
2020-02-13,9,71,Thursday,2167,732,288
2020-02-13,10,50,Thursday,2761,811,342
2020-02-13,11,65,Thursday,3164,869,311
2020-02-13,12,37,Thursday,3214,833,272
2020-02-13,13,38,Thursday,3317,802,256
2020-02-13,14,9,Thursday,3503,938,319
2020-02-13,15,10,Thursday,3546,978,344
2020-02-13,16,9,Thursday,3290,850,293
2020-02-13,17,7,Thursday,2939,688,208
2020-02-13,18,2,Thursday,2264,508,123
2020-02-14,6,97,Friday,325,338,73
2020-02-14,7,70,Friday,718,514,158
2020-02-14,8,35,Friday,1389,647,215
2020-02-14,9,67,Friday,2173,791,326
2020-02-14,10,57,Friday,2745,817,347
2020-02-14,11,44,Friday,3106,886,371
2020-02-14,12,26,Friday,3173,865,299
2020-02-14,13,14,Friday,3214,815,273
2020-02-14,14,6,Friday,3369,954,373
2020-02-14,15,11,Friday,3251,930,362
2020-02-14,16,7,Friday,3125,911,383
2020-02-14,17,3,Friday,2618,695,222
2020-02-17,6,98,Monday,293,271,62
2020-02-17,7,32,Monday,616,393,89
2020-02-17,8,84,Monday,1222,622,185
2020-02-17,9,38,Monday,1964,740,235
2020-02-17,10,53,Monday,2488,737,256
2020-02-17,11,59,Monday,2835,832,315
2020-02-17,12,69,Monday,2880,804,278
2020-02-17,13,30,Monday,2929,775,230
2020-02-17,14,18,Monday,3085,912,290
2020-02-17,15,15,Monday,2993,952,348
2020-02-17,16,6,Monday,2564,916,322
2020-02-17,17,5,Monday,2266,639,174
2020-02-17,18,1,Monday,1784,468,106
2020-02-18,6,104,Tuesday,335,340,64
2020-02-18,7,87,Tuesday,672,498,128
2020-02-18,8,12,Tuesday,1237,409,103
2020-02-18,9,36,Tuesday,1970,290,97
2020-02-18,10,47,Tuesday,2755,1022,437
2020-02-18,11,52,Tuesday,3068,1065,433
2020-02-18,12,43,Tuesday,3031,1047,362
2020-02-18,13,59,Tuesday,3007,929,341
2020-02-18,14,35,Tuesday,3085,946,384
2020-02-18,15,33,Tuesday,3097,926,357
2020-02-18,16,25,Tuesday,2977,877,305
2020-02-18,17,11,Tuesday,2580,738,251
2020-02-18,18,3,Tuesday,1790,600,165
2020-02-19,6,50,Wednesday,318,260,44
2020-02-19,7,75,Wednesday,722,485,117
2020-02-19,8,67,Wednesday,1485,616,176
2020-02-19,9,33,Wednesday,2241,748,262
2020-02-19,10,47,Wednesday,2856,818,316
2020-02-19,11,68,Wednesday,3156,916,349
2020-02-19,12,35,Wednesday,3184,925,318
2020-02-19,13,36,Wednesday,3178,952,305
2020-02-19,14,16,Wednesday,3260,1047,352
2020-02-19,15,8,Wednesday,3170,1031,391
2020-02-19,16,8,Wednesday,2704,942,343
2020-02-19,17,5,Wednesday,2217,865,253
2020-02-19,18,2,Wednesday,1635,637,170
2020-02-20,6,64,Thursday,316,333,75
2020-02-20,7,86,Thursday,744,483,143
2020-02-20,8,76,Thursday,1441,646,177
2020-02-20,9,52,Thursday,2230,772,278
2020-02-20,10,65,Thursday,2782,911,375
2020-02-20,11,54,Thursday,3152,996,367
2020-02-20,12,46,Thursday,3014,931,358
2020-02-20,13,20,Thursday,2956,1043,377
2020-02-20,14,19,Thursday,3123,1054,427
2020-02-20,15,13,Thursday,3020,1037,432
2020-02-20,16,8,Thursday,2800,945,355
2020-02-20,17,5,Thursday,2541,426,98
2020-02-20,18,1,Thursday,1887,2,3
2020-02-21,6,42,Friday,309,283,44
2020-02-21,7,40,Friday,647,481,121
2020-02-21,8,30,Friday,1226,693,246
2020-02-21,9,47,Friday,1941,915,373
2020-02-21,10,42,Friday,2483,1051,458
2020-02-21,11,36,Friday,2840,1010,439
2020-02-21,12,21,Friday,2762,1056,458
2020-02-21,13,27,Friday,2686,1079,464
2020-02-21,14,19,Friday,2762,1059,482
2020-02-21,15,18,Friday,2823,1059,478
2020-02-21,16,12,Friday,2676,1027,419
2020-02-21,17,37,Friday,2413,905,317
2020-02-21,18,22,Friday,1911,687,214
2020-02-21,19,2,Friday,1473,511,155
2020-02-21,20,1,Friday,1060,429,110
2020-02-24,6,49,Monday,175,187,32
2020-02-24,7,48,Monday,309,360,94
2020-02-24,8,36,Monday,551,526,156
2020-02-24,9,96,Monday,811,572,204
2020-02-24,10,71,Monday,1094,602,189
2020-02-24,11,58,Monday,1217,569,158
2020-02-24,12,53,Monday,1193,499,153
2020-02-24,13,30,Monday,1121,437,133
2020-02-24,14,18,Monday,1078,454,121
2020-02-24,15,12,Monday,992,380,101
2020-02-24,16,5,Monday,817,330,74
2020-02-24,17,1,Monday,596,385,78
2020-02-24,18,1,Monday,426,353,64
2020-02-26,6,48,Wednesday,206,185,25
2020-02-26,7,37,Wednesday,380,385,93
2020-02-26,8,49,Wednesday,638,541,137
2020-02-26,9,41,Wednesday,852,623,197
2020-02-26,10,34,Wednesday,1114,717,211
2020-02-26,11,18,Wednesday,1356,701,203
2020-02-26,12,24,Wednesday,1478,756,226
2020-02-26,13,19,Wednesday,1640,763,297
2020-02-26,14,10,Wednesday,1830,831,300
2020-02-26,15,9,Wednesday,1931,822,259
2020-02-26,16,10,Wednesday,1798,698,238
2020-02-26,17,3,Wednesday,1462,536,159
2020-02-26,18,3,Wednesday,1110,382,106
2020-02-27,6,71,Thursday,214,222,49
2020-02-27,7,32,Thursday,437,442,117
2020-02-27,8,49,Thursday,886,607,158
2020-02-27,9,52,Thursday,1542,748,242
2020-02-27,10,42,Thursday,2159,841,328
2020-02-27,11,55,Thursday,2523,864,334
2020-02-27,12,42,Thursday,2598,888,293
2020-02-27,13,26,Thursday,2647,916,302
2020-02-27,14,31,Thursday,2849,969,368
2020-02-27,15,21,Thursday,2859,976,378
2020-02-27,16,18,Thursday,2720,870,281
2020-02-27,17,6,Thursday,2311,665,170
2020-02-27,18,1,Thursday,1672,503,97
