driver_id,sent_date,lat,lng,weekday,hour
995aeb26ccb863fa13d1d24e19a13be0,2020-03-16 14:55:00,-23.487407684326,-46.488471984863,1.0,14.0
6e0a18058272acdec01eb34718cf4c12,2020-03-16 14:55:00,-23.454074859619,-46.457080841064,1.0,14.0
e6d0f8bca8c2cf3ed9ae409c47598764,2020-03-16 14:55:00,-23.474870681762,-46.530254364013,1.0,14.0
bd2ecba368839b7447db9829ba015e98,2020-03-16 14:55:00,-23.520542144775,-46.507167816162,1.0,14.0
5c8f120126a1f626be43f5d44fe4ae90,2020-03-17 14:00:00,-23.456594467163,-46.563774108886,2.0,14.0
1f77d9ca85b582535ee7dd759ee8f7b8,2020-03-17 14:00:00,-23.510293960571,-46.498161315917,2.0,14.0
f9066a7a7d9bd86104e50ef7a8f66712,2020-03-17 14:00:00,-23.459688186645,-46.484855651855,2.0,14.0
b50a87541d585c512f48f4c783d503b9,2020-03-17 14:05:00,-23.459518432617,-46.539672851562,2.0,14.0
54c34d43fffc4042b44703d81d577b8b,2020-03-17 14:10:00,-23.470905303955,-46.560947418212,2.0,14.0
d618a9dffea97edfb9fc8dd797c80682,2020-03-17 14:10:00,-23.486930847167,-46.530811309814,2.0,14.0
f31bbf0119fbcd96a65d05898d594ed2,2020-03-17 14:15:00,-23.476060867309,-46.553798675537,2.0,14.0
8cbeda99e247b74e425faaed7be5ae59,2020-03-17 14:15:00,-23.453992843627,-46.566658020019,2.0,14.0
1846253dc20c55075c7a4b1a7fdc08ba,2020-03-17 14:15:00,-23.471754074096,-46.564842224121,2.0,14.0
f969f6fd732dabbd3a66097f502c5fb9,2020-03-17 14:20:00,-23.506889343261,-46.477863311767,2.0,14.0
9c454e23267b520b621199fd4a79e3a6,2020-03-17 14:25:00,-23.475315093994,-46.513683319091,2.0,14.0
0de8dc47ffd9a5d9e8ef4392b633c5e9,2020-03-17 14:25:00,-23.47152519226,-46.51874923706,2.0,14.0
d23ceaf8af1c7669ce2eb33e61a27e1f,2020-03-17 14:25:00,-23.488843917846,-46.561569213867,2.0,14.0
39e40c07e6d35604c04e724e3f851b15,2020-03-17 14:30:00,-23.452592849731,-46.476749420166,2.0,14.0
01a38d58132dd9a032c8b4195658b9ed,2020-03-17 14:30:00,-23.475023269653,-46.476905822753,2.0,14.0
f15ed0417c6d38af2085eca2b8cd163e,2020-03-17 14:30:00,-23.469518661499,-46.513214111328,2.0,14.0
e865b4691fb090ed7ce06d6bfb4ea75c,2020-03-17 14:30:00,-23.456687927246,-46.565422058105,2.0,14.0
eeff9cf50bb62e7a0ba3e89d69b22ec7,2020-03-17 14:30:00,-23.514068603515,-46.531555175781,2.0,14.0
d399d0b1e3570d967637b8c61b59880a,2020-03-17 14:30:00,-23.449184417724,-46.526142120361,2.0,14.0
d42ae51f7bc6eb038b2acd9c64d344c3,2020-03-17 14:35:00,-23.478239059448,-46.529285430908,2.0,14.0
6747b61f35e4532562f706a937ef47e3,2020-03-17 14:35:00,-23.513345718383,-46.527473449707,2.0,14.0
dce3d41cab7a8e8f61278a379fcf9887,2020-03-17 14:40:00,-23.498331069946,-46.519313812255,2.0,14.0
b48010f3efe1ca348fb443f004b70d4a,2020-03-17 14:40:00,-23.50428199768,-46.473091125488,2.0,14.0
a9c7f6d20c0dc3a131a28019333eb874,2020-03-17 14:40:00,-23.518535614013,-46.510314941406,2.0,14.0
e7f141f3bd3d43b0137a0ae50ae26af9,2020-03-17 14:40:00,-23.49030303955,-46.503398895263,2.0,14.0
4d76bdef0d4780075906b69acd169cb7,2020-03-17 14:45:00,-23.49045753479,-46.559371948242,2.0,14.0
d60aef7f82617ea585bb8b57bbe57732,2020-03-17 14:45:00,-23.519704818725,-46.51036453247,2.0,14.0
dfccb0fb6fd489d5cbc09138c8906ebb,2020-03-17 14:45:00,-23.472436904907,-46.504383087158,2.0,14.0
4cb3b7fc3438f0b51258285b88f08a7d,2020-03-17 14:45:00,-23.489593505859,-46.559246063232,2.0,14.0
8d2f3281cc6a14ecb39d34b71df7539e,2020-03-17 14:50:00,-23.469266891479,-46.512500762939,2.0,14.0
1022ed0765914fdf2f9111fe277f0ad2,2020-03-17 14:50:00,-23.467741012573,-46.512073516845,2.0,14.0
c6d0f41fbf71c76904d9ef3fb0ecf845,2020-03-17 14:50:00,-23.432138442993,-46.53583908081,2.0,14.0
0a233b7041ba1d824c3f07389dde018b,2020-03-17 14:50:00,-23.493143081665,-46.552509307861,2.0,14.0
3e3511413cb9400415a443c601898794,2020-03-17 14:55:00,-23.467718124389,-46.511821746826,2.0,14.0
edaa4c897f7ca7631c5162f702f53d47,2020-03-17 14:55:00,-23.446868896484,-46.565433502197,2.0,14.0
0f997dae442125b3de799400a8114e94,2020-03-17 14:55:00,-23.460533142089,-46.533573150634,2.0,14.0
1f965c6caa9faf50653386364497b4ce,2020-03-17 14:55:00,-23.445693969726,-46.523975372314,2.0,14.0
b40f70ed97adab7fc836873d25c26e6c,2020-03-17 14:55:00,-23.460615158081,-46.553527832031,2.0,14.0
8e4f9f0bf018939f714c59052616f92b,2020-03-17 14:55:00,-23.461038589477,-46.548225402832,2.0,14.0
f136ee6b0de47f61a1f66811656890aa,2020-03-17 14:55:00,-23.458292007446,-46.471870422363,2.0,14.0
0bb111b05856916ef42102e6f4ac83c0,2020-03-17 14:55:00,-23.49423789978,-46.554279327392,2.0,14.0
c4d0c9a8dccafabb40eae08886a3cdfa,2020-03-17 14:55:00,-23.457683563232,-46.568672180175,2.0,14.0
e95ed7c0aea9b9dcf90c82824c681709,2020-03-17 14:55:00,-23.481874465942,-46.54174041748,2.0,14.0
6b0c59750d437ff4ad9b02dad718e88d,2020-03-17 14:55:00,-23.485548019409,-46.529338836669,2.0,14.0
373e4c5d8edfa8b74fd4b6791d0cf6dc,2020-03-17 14:55:00,-23.487442016601,-46.467231750488,2.0,14.0
f00b6379b82a515a9478b6e58b783de9,2020-03-17 14:55:00,-23.472051620483,-46.48546218872,2.0,14.0
aee2ec028b90ce19905d580f6ed35b39,2020-03-17 14:55:00,-23.445777893066,-46.52737045288,2.0,14.0
e3a146ec81bc9bd0b93d8ef3d52ecc3e,2020-03-18 14:05:00,-23.514928817749,-46.518032073974,3.0,14.0
3cceab11e53d2c67745c223efd9aca64,2020-03-18 14:05:00,-23.49751663208,-46.558685302734,3.0,14.0
66b4954d13fc54afbdde3e3fa142b7a9,2020-03-18 14:05:00,-23.507457733154,-46.480701446533,3.0,14.0
8360c302027cfc8aead1451353d2923f,2020-03-18 14:05:00,-23.491044998168,-46.549549102783,3.0,14.0
54ccdd970771de94cc3273cbe6139d91,2020-03-18 14:05:00,-23.474117279052,-46.48696899414,3.0,14.0
e8419a736b67ef53344cdbab6bfe69e3,2020-03-18 14:05:00,-23.472625732421,-46.563312530517,3.0,14.0
10fb61a5ff2da54f4b375bb1facf479c,2020-03-18 14:05:00,-23.504928588867,-46.551685333251,3.0,14.0
f3993c9fde6eff9a4ab17303b656aebf,2020-03-18 14:05:00,-23.487092971801,-46.543350219726,3.0,14.0
c7cfbf9f79f5b277b5d74e2419c60a50,2020-03-18 14:05:00,-23.511304855346,-46.529739379882,3.0,14.0
f43d1f752871b341acf00edd36341cf2,2020-03-18 14:10:00,-23.483100891113,-46.504341125488,3.0,14.0
bb60700b940335b7cb9e700e51e240ca,2020-03-18 14:10:00,-23.485651016235,-46.543209075927,3.0,14.0
42abd277abf1d70733aa350afb14f048,2020-03-18 14:10:00,-23.477836608886,-46.543128967285,3.0,14.0
3c0f248dae18a04aa9b045ab8000dcf8,2020-03-18 14:10:00,-23.469093322753,-46.515037536621,3.0,14.0
8c6749c80704c24df7276f52d2d29dd4,2020-03-18 14:15:00,-23.490285873413,-46.534980773925,3.0,14.0
1416f745cb1b1adfa91646efffef52bf,2020-03-18 14:15:00,-23.472087860107,-46.519859313964,3.0,14.0
26c8ff85dd7610bd3855d7a63cc94971,2020-03-18 14:20:00,-23.488878250122,-46.464672088623,3.0,14.0
0244b4ef62f302a84c1186c0108d105b,2020-03-18 14:20:00,-23.486389160156,-46.559867858886,3.0,14.0
ff041fde5b7cdebdd2f34b23232af70f,2020-03-18 14:20:00,-23.466922760009,-46.466720581054,3.0,14.0
41a6fa33d4018c48e891be07bb9979f7,2020-03-18 14:20:00,-23.515590667724,-46.484901428222,3.0,14.0
6db65196c0859a52ec41ae9fd0b066ca,2020-03-18 14:25:00,-23.469783782958,-46.512878417968,3.0,14.0
3e550d97290d5d28d3921acd969e198e,2020-03-18 14:25:00,-23.514638900756,-46.506599426269,3.0,14.0
d1fe9485be324217b5d180d04dfcb87f,2020-03-18 14:25:00,-23.483741760253,-46.538188934326,3.0,14.0
a3a9974981bb21dc5911d66d69e53f2f,2020-03-18 14:30:00,-23.496213912963,-46.556980133056,3.0,14.0
50fcf9efb254f7c2dee2d86a3a48e8a6,2020-03-18 14:30:00,-23.494045257568,-46.517078399658,3.0,14.0
52b4e49f29b24af9283fc614d6ed2c01,2020-03-18 14:30:00,-23.48313331604,-46.470058441162,3.0,14.0
d121abbb2b08571496b0f8fcb559606d,2020-03-18 14:35:00,-23.504598617553,-46.471912384033,3.0,14.0
fc2ee139394548b08c0a5b1e9b143a94,2020-03-18 14:35:00,-23.489099502563,-46.566215515136,3.0,14.0
d42d6caa71047175a45debdd584afdd5,2020-03-18 14:40:00,-23.501312255859,-46.470420837402,3.0,14.0
550cbb966e3b71f3f2f7a7ce6458d260,2020-03-18 14:40:00,-23.469604492187,-46.513305664062,3.0,14.0
bc4380fc21cffef0529d7bc41b572f04,2020-03-18 14:45:00,-23.472385406494,-46.498161315917,3.0,14.0
71ef0ddad6dc0c1264dbf34106a018d1,2020-03-18 14:45:00,-23.515850067138,-46.518459320068,3.0,14.0
8fe2ea1714b29d2c5464880bdfe83684,2020-03-18 14:45:00,-23.493234634399,-46.508892059326,3.0,14.0
f288f46c5d79de67251ea00e6c7970f6,2020-03-18 14:45:00,-23.517990112304,-46.510295867919,3.0,14.0
bc75f6f5271456bb39f4be7c5839ccd7,2020-03-18 14:45:00,-23.480602264404,-46.502647399902,3.0,14.0
fb0f14f6a3c2773aa374d35b331b5488,2020-03-18 14:45:00,-23.462129592895,-46.490837097167,3.0,14.0
b9c336848012bf8895727641067e7638,2020-03-18 14:50:00,-23.516117095947,-46.535846710205,3.0,14.0
998681b3d0e5deb9f6ff316245c2037b,2020-03-18 14:50:00,-23.462070465087,-46.487785339355,3.0,14.0
25d97e8f7d8f28b9f18537e157a1b953,2020-03-18 14:50:00,-23.457235336303,-46.566398620605,3.0,14.0
0f5f20b2d50c0a2a66e9d8faf2b6604e,2020-03-18 14:50:00,-23.46787071228,-46.512172698974,3.0,14.0
554018143885b05eda3105cedc837f80,2020-03-18 14:55:00,-23.506595611572,-46.531372070312,3.0,14.0
78cf90361848df54c7712dd898838db7,2020-03-18 14:55:00,-23.507667541503,-46.484859466552,3.0,14.0
14366069b786c6ffb22786d1560d6ef4,2020-03-18 14:55:00,-23.493631362915,-46.559501647949,3.0,14.0
59a8d9e6a653878a202f9ef363d3caab,2020-03-18 14:55:00,-23.50428199768,-46.469081878662,3.0,14.0
df1a39d9ca0c42aeaded73f8871df419,2020-03-18 14:55:00,-23.466695785522,-46.528465270996,3.0,14.0
f351ee1747c15041760a72f4fc974d91,2020-03-18 14:55:00,-23.454851150512,-46.514141082763,3.0,14.0
cd4ae941e42a6dbc9d0786ffdb14c76f,2020-03-18 14:55:00,-23.478567123413,-46.463245391845,3.0,14.0
3f93fc8157ef88249242af2924e005b2,2020-03-18 14:55:00,-23.448890686035,-46.548049926757,3.0,14.0
1d988cd22fb79cb3a82877c9b1334715,2020-03-18 14:55:00,-23.472297668457,-46.463912963867,3.0,14.0
4181a8ba28dd43148e98e545ed12b0ec,2020-03-18 14:55:00,-23.452531814575,-46.514007568359,3.0,14.0
5d59df75e9815852adbe756060020668,2020-03-18 14:55:00,-23.491394042968,-46.50267791748,3.0,14.0
7af344051c9f5967508b9670acb512ba,2020-03-18 14:55:00,-23.459756851196,-46.518154144287,3.0,14.0
916b1a80a674759ed8525efbf4daef1a,2020-03-18 14:55:00,-23.467279434204,-46.532798767089,3.0,14.0
2f0033672b5d798d3367020fa452b7e3,2020-03-18 14:55:00,-23.503812789916,-46.550411224365,3.0,14.0
06451cc83dc4a745e696eb2e73e64698,2020-03-18 14:55:00,-23.499856948852,-46.522869110107,3.0,14.0
f4e0f38852ef321b7989a87a9639e419,2020-03-18 14:55:00,-23.513858795166,-46.529415130615,3.0,14.0
d82a6aeebacd0d348641bdf34ac8f7c9,2020-03-18 14:55:00,-23.453056335449,-46.522964477539,3.0,14.0
2ed6a6f9a132724cba40a0d0f13ca722,2020-03-18 14:55:00,-23.449865341186,-46.51964187622,3.0,14.0
70da22cedcdbf9dd9edc943555fe8d69,2020-03-18 14:55:00,-23.468742370605,-46.569541931152,3.0,14.0
898c823ce97aab66b5ef0fd1ca661b4c,2020-03-18 14:55:00,-23.507450103759,-46.489364624023,3.0,14.0
75113259a467a01a82f861858f8fe6f1,2020-03-18 14:55:00,-23.496471405029,-46.498081207275,3.0,14.0
9cad2939863acbd7d4edb8862736267f,2020-03-18 14:55:00,-23.452737808227,-46.467399597167,3.0,14.0
1882ae5c852a2ec6e86bafd90a8aac7f,2020-03-18 14:55:00,-23.456172943115,-46.471279144287,3.0,14.0
ba8935af160205287b377054f545d526,2020-03-18 14:55:00,-23.486236572265,-46.473949432373,3.0,14.0
3ca02578973b16995bb8cabab9904a60,2020-03-18 14:55:00,-23.459325790405,-46.482715606689,3.0,14.0
d2de7bc0d53246e4028807ccff3b1402,2020-03-19 14:00:00,-23.487674713134,-46.565444946289,4.0,14.0
db1dfcacfe21d4a0d1c64a0f4dea013c,2020-03-19 14:05:00,-23.47431564331,-46.487323760986,4.0,14.0
338a1ad1f6555d34c026d7ba1539a9a5,2020-03-19 14:05:00,-23.430843353271,-46.50182723999,4.0,14.0
5ecfe17c34d737ec6000dab0ecc1768b,2020-03-19 14:10:00,-23.474445343017,-46.486083984375,4.0,14.0
df62a0ec5558467c98ee8e2186a504ae,2020-03-19 14:15:00,-23.472597122192,-46.520641326904,4.0,14.0
b2d6d7a9859ed774a290cf4a2b0e396f,2020-03-19 14:15:00,-23.465566635131,-46.521877288818,4.0,14.0
5c8f6a0817b75d11154049c0432c2bcd,2020-03-19 14:15:00,-23.468473434448,-46.508525848388,4.0,14.0
40b84ec87b3310096c943007b6414fbc,2020-03-19 14:20:00,-23.498601913452,-46.464721679687,4.0,14.0
a4656323683a31ec91af22bf8d0fde94,2020-03-19 14:25:00,-23.439668655395,-46.556644439697,4.0,14.0
551b18c6f57bf4abefc0b9e342d939d7,2020-03-19 14:25:00,-23.480752944946,-46.533435821533,4.0,14.0
2d9a2d0cf8cdc22b179656d3008c9060,2020-03-19 14:25:00,-23.457963943481,-46.48057937622,4.0,14.0
09cc6aff7aaf8fd22808a416539264b5,2020-03-19 14:25:00,-23.500370025634,-46.469703674316,4.0,14.0
05efccbae58c30d546424df0bdaafded,2020-03-19 14:25:00,-23.480710983276,-46.533420562744,4.0,14.0
e7d732816b80cbdbaf99c432dc02cb8f,2020-03-19 14:25:00,-23.515773773193,-46.499954223632,4.0,14.0
d0b9a6a56ca7fd6ebad617bcda8365a6,2020-03-19 14:30:00,-23.491769790649,-46.550670623779,4.0,14.0
07ae77c7e7c71ca1408acc092c5aa9c4,2020-03-19 14:30:00,-23.481708526611,-46.465579986572,4.0,14.0
46868fd2634463fcde7099c8912c3fa1,2020-03-19 14:30:00,-23.493913650512,-46.539981842041,4.0,14.0
68b2a1912770a15d0136395e9f25ef1d,2020-03-19 14:30:00,-23.451860427856,-46.551895141601,4.0,14.0
c48cb09f14f3f53fbbf8eaaecc296e5f,2020-03-19 14:30:00,-23.464115142822,-46.570007324218,4.0,14.0
e7cc151282e1bf2847ce7c7c060dae6a,2020-03-19 14:30:00,-23.488986968994,-46.559692382812,4.0,14.0
9ca88f7c3d669c4e000ccb177076f1a0,2020-03-19 14:30:00,-23.479724884033,-46.470462799072,4.0,14.0
ee2250453648b1492b64562138bff7f7,2020-03-19 14:35:00,-23.465950012207,-46.52241897583,4.0,14.0
922e573b1894702aa52e92e00ed98024,2020-03-19 14:35:00,-23.494401931762,-46.554283142089,4.0,14.0
57c92edcfa0693b766639b41562be12a,2020-03-19 14:35:00,-23.495153427124,-46.468833923339,4.0,14.0
f8d8f05f2763cc65dfbbe5d449d32091,2020-03-19 14:35:00,-23.49663734436,-46.543308258056,4.0,14.0
f23ee2c88e5ad2bdbc5cf3476c8dd7eb,2020-03-19 14:45:00,-23.471132278442,-46.454990386962,4.0,14.0
efc13ddd44abac570eb2144efd00cc22,2020-03-19 14:45:00,-23.514171600341,-46.525577545166,4.0,14.0
77cbf1fff7f2f12cea59f2dc4c38ca4d,2020-03-19 14:50:00,-23.455652236938,-46.507461547851,4.0,14.0
17d1597337419529816912d607f71561,2020-03-19 14:50:00,-23.481903076171,-46.525100708007,4.0,14.0
1e1fa6f704b9fa0b491f09387b61187f,2020-03-19 14:50:00,-23.490550994873,-46.479106903076,4.0,14.0
05114e3da07a0a8c9ab03004d29166be,2020-03-19 14:50:00,-23.516017913818,-46.535793304443,4.0,14.0
045cf83ab0722e782cf72d14e44adf98,2020-03-19 14:50:00,-23.497119903564,-46.557273864746,4.0,14.0
100587a3121e429aa829f2f7694a243c,2020-03-19 14:55:00,-23.466867446899,-46.523895263671,4.0,14.0
de8ba582749fcdd2043a24ba98f24fd2,2020-03-19 14:55:00,-23.477949142456,-46.55216217041,4.0,14.0
77b22bfa6911373654624b5e58d80ba0,2020-03-19 14:55:00,-23.442670822143,-46.540439605712,4.0,14.0
51e3fb34a0495f9e33c2c141aef74442,2020-03-19 14:55:00,-23.45781135559,-46.510765075683,4.0,14.0
61d211fc2144e75256080e2ab6bebe73,2020-03-19 14:55:00,-23.503927230834,-46.501983642578,4.0,14.0
644c597a8dfe5f8328757d7123125493,2020-03-19 14:55:00,-23.502281188964,-46.555480957031,4.0,14.0
47cd8a63829a2893b8305430ba99a820,2020-03-19 14:55:00,-23.467735290527,-46.511985778808,4.0,14.0
fcfcfb3f4115ee574f51d2627fb5175e,2020-03-19 14:55:00,-23.486850738525,-46.559604644775,4.0,14.0
98998204987c4ad32fd6c9ac017e9522,2020-03-19 14:55:00,-23.468332290649,-46.538162231445,4.0,14.0
2393d7a6a3258894acc34581978453fa,2020-03-19 14:55:00,-23.471117019653,-46.479511260986,4.0,14.0
955ad5499d0216b26161f05e4b62021f,2020-03-19 14:55:00,-23.465274810791,-46.531852722167,4.0,14.0
a8d6327e52892a46963182356dd5fbd7,2020-03-19 14:55:00,-23.489004135131,-46.559322357177,4.0,14.0
50669c97e6ceaf0dbc6168606f9f31eb,2020-03-19 14:55:00,-23.49494934082,-46.559661865234,4.0,14.0
59d3a4627ab44ef4ece61e41dd96a439,2020-03-19 14:55:00,-23.463228225708,-46.544971466064,4.0,14.0
d249ab6b4fbe881bfeeea701d15d105f,2020-03-19 14:55:00,-23.492765426635,-46.538566589355,4.0,14.0
be79ef35ece98897b70d6a005152e45b,2020-03-19 14:55:00,-23.486738204956,-46.565948486328,4.0,14.0
5154ebc46b8c04310432c62bb3dacd21,2020-03-19 14:55:00,-23.501888275146,-46.51972579956,4.0,14.0
2d1a4711f1e161936471920b5705cea8,2020-03-19 14:55:00,-23.480142593383,-46.469104766845,4.0,14.0
c9d972731e6d4c6cbb2c4e11db0bfa14,2020-03-19 14:55:00,-23.508026123046,-46.536186218261,4.0,14.0
eea8ddeebf2db1ea3752e756fc169543,2020-03-19 14:55:00,-23.495063781738,-46.468807220458,4.0,14.0
67d9f197e6745a8cbc6fb1eee288d526,2020-03-20 14:00:00,-23.508012771606,-46.477882385253,5.0,14.0
bfb9a9d5089f14a87f7046a57512b187,2020-03-20 14:00:00,-23.514122009277,-46.500709533691,5.0,14.0
869fa4220b942e59eb4ccfe38f62ac0d,2020-03-20 14:00:00,-23.506219863891,-46.476444244384,5.0,14.0
dcd2f3f312b6705fb06f4f9f1b55b55c,2020-03-20 14:00:00,-23.506534576416,-46.477401733398,5.0,14.0
56b0714e861fd6caf2e327d8d385ccb8,2020-03-20 14:00:00,-23.424066543579,-46.517402648925,5.0,14.0
f52a4826626d7bcbfed8c97745d6adbf,2020-03-20 14:00:00,-23.502239227294,-46.53465270996,5.0,14.0
803f26da6f800309fd9975a605a89d94,2020-03-20 14:00:00,-23.520984649658,-46.508415222167,5.0,14.0
38d295ed177ad08c5d70a166496d3869,2020-03-20 14:05:00,-23.482940673828,-46.536895751953,5.0,14.0
a3c656851e3b41aecf785046d44fd54d,2020-03-20 14:05:00,-23.47834777832,-46.518363952636,5.0,14.0
ad3fdacdc8e08004cb9f67694ce65a87,2020-03-20 14:10:00,-23.520318984985,-46.518321990966,5.0,14.0
a992ec92129aa90ea305b8de6cff5f4b,2020-03-20 14:10:00,-23.4553565979,-46.474021911621,5.0,14.0
0237e3fc730282fd48eb4345a4269308,2020-03-20 14:15:00,-23.480323791503,-46.521942138671,5.0,14.0
50e73f6622fe362f4a15bc99c4314681,2020-03-20 14:15:00,-23.488458633422,-46.561733245849,5.0,14.0
921f42a2ec2769c7f100eaea88c8bf8b,2020-03-20 14:15:00,-23.485425949096,-46.474647521972,5.0,14.0
a5e88b522720ab57f11f5ff833d7cdd6,2020-03-20 14:15:00,-23.488847732543,-46.565490722656,5.0,14.0
cfbc6afee311e1c3c60e10654c0d8a9e,2020-03-20 14:15:00,-23.485433578491,-46.540565490722,5.0,14.0
b10300a7979c0506c24adfb6928ccad0,2020-03-20 14:20:00,-23.4569606781,-46.565479278564,5.0,14.0
84642414116f7aef0847a406edd44ef0,2020-03-20 14:20:00,-23.463872909545,-46.495532989501,5.0,14.0
7e61c4dc224bdc8a65b0df99fd9b3ec6,2020-03-20 14:20:00,-23.49061012268,-46.559017181396,5.0,14.0
b406bc7b99105313802465b965412819,2020-03-20 14:25:00,-23.47435760498,-46.492603302001,5.0,14.0
2530774388ed62669a7c0d3c3d83fe30,2020-03-20 14:25:00,-23.4609375,-46.55997467041,5.0,14.0
6448c691c45b0614fcedb4417da270d1,2020-03-20 14:25:00,-23.51364326477,-46.54076385498,5.0,14.0
1c2d425793c3cb1c10808d99db7a5e7f,2020-03-20 14:30:00,-23.521186828613,-46.517398834228,5.0,14.0
1f784aa359970a977d162ed9d7842f7c,2020-03-20 14:30:00,-23.479194641113,-46.536487579345,5.0,14.0
432ebb0d4b2f6084266e88e050f5da94,2020-03-20 14:30:00,-23.494764328002,-46.554973602294,5.0,14.0
4f47237137897d837a7ea509a728cce3,2020-03-20 14:30:00,-23.507837295532,-46.491981506347,5.0,14.0
c838ec11adcb8085c780b5012ed7c965,2020-03-20 14:30:00,-23.462713241577,-46.532405853271,5.0,14.0
a1bcb35ad47c2bd4966ef937425b875f,2020-03-20 14:40:00,-23.5129032135,-46.516193389892,5.0,14.0
6becd294eee3a2cf44e61c1e51919e80,2020-03-20 14:40:00,-23.48776435852,-46.54446029663,5.0,14.0
92aaaf3bac2991e3c26e13c92ab3c935,2020-03-20 14:40:00,-23.414405822753,-46.513725280761,5.0,14.0
a7dd9ddbf7bb82f284380c5d3302c21a,2020-03-20 14:40:00,-23.519275665283,-46.512470245361,5.0,14.0
0851fda373742f8f83909825fe005f7c,2020-03-20 14:40:00,-23.469087600708,-46.568962097167,5.0,14.0
